ID;CLASS;EVENTS
2464;8;5 6 14 20 22 29 32 38 42 46 50 56 60 69 74 78
2465;3;5 8 15 20 25 29 33 39 45 49 53 56 63 66 71 77
2466;5;5 7 14 20 22 29 31 39 41 48 50 56 63 66 71 76
2467;0;1 6 11 16 23 26 35 37 45 49 50 59 60 69 71 79
2468;4;5 10 11 16 21 26 32 37 45 48 53 59 63 69 73 76
2469;7;1 8 12 20 25 29 35 38 42 46 50 58 63 69 74 79
2470;2;1 6 11 20 23 29 32 37 41 46 50 55 63 66 74 77
2471;6;5 10 14 20 22 27 31 37 42 46 54 56 63 68 71 78
2472;1;1 6 14 19 25 30 35 39 45 47 50 55 60 66 73 76
2473;0;5 10 11 17 21 26 31 36 42 47 54 58 64 69 73 79
2474;8;5 10 11 18 23 27 35 37 42 46 50 56 63 69 73 79
2475;5;5 10 11 17 24 27 34 36 41 46 50 58 63 69 74 79
2476;3;1 9 11 20 25 30 34 40 43 48 54 56 63 67 71 76
2477;9;5 7 14 16 22 27 32 40 45 49 53 58 63 66 71 76
2478;4;5 10 11 17 21 26 35 39 45 49 51 59 64 69 73 76
2479;7;1 10 11 20 25 30 35 39 42 46 50 55 63 68 74 78
2480;2;1 10 13 20 23 27 32 38 41 47 50 55 63 66 74 76
2481;1;1 6 11 17 24 30 35 40 45 49 50 58 61 67 72 76
2482;6;5 10 11 17 21 26 31 36 45 46 54 57 63 69 71 78
2483;0;2 6 11 16 22 26 35 37 45 49 50 59 60 69 71 78
2484;9;5 10 11 16 25 30 31 40 41 49 53 59 64 68 71 76
2485;5;5 10 13 20 22 29 32 39 45 49 53 56 61 66 71 76
2486;3;5 7 13 20 25 29 34 39 45 48 53 56 63 66 71 76
2487;8;5 7 11 20 21 27 35 38 45 46 50 56 64 69 74 79
2488;4;5 10 11 18 21 27 32 38 45 49 53 59 64 67 74 76
2489;7;1 10 12 20 25 29 34 38 41 46 53 55 64 68 71 78
2490;2;1 7 11 20 23 29 32 38 41 47 50 56 64 66 74 78
2491;1;1 6 13 17 25 30 35 40 45 49 53 58 64 67 73 76
2492;6;5 10 14 18 22 27 31 37 41 46 53 56 63 69 71 78
2493;0;5 10 11 17 21 26 32 36 45 47 54 59 64 69 71 79
2494;9;5 10 11 18 23 27 35 40 45 49 53 56 63 66 71 78
2495;8;1 9 13 16 25 26 35 36 42 48 53 59 64 69 73 79
2496;5;5 10 14 18 23 30 32 39 44 49 50 57 60 67 71 76
2497;3;5 7 15 20 25 29 34 39 45 48 53 56 63 66 71 77
2498;4;1 10 11 17 21 26 32 37 45 48 54 59 64 68 73 76
2499;7;1 8 11 20 23 29 32 38 42 46 50 58 63 69 74 78
2500;2;5 7 14 20 25 29 35 39 42 48 50 56 60 66 73 76
2501;1;1 6 13 20 23 29 34 38 42 47 50 55 62 66 74 76
2502;0;2 6 11 16 22 26 35 37 45 49 52 59 60 69 71 79
2503;6;5 10 15 19 22 27 31 38 41 47 53 55 64 68 71 78
2504;4;1 10 11 17 21 26 32 37 45 48 54 59 64 68 73 76
2505;9;5 9 12 20 21 29 32 39 45 49 53 59 64 68 73 76
2506;5;2 10 13 16 23 26 31 36 41 48 50 59 63 69 74 79
2507;3;2 8 13 20 23 29 32 39 45 48 54 56 63 66 71 76
2508;8;5 7 11 20 21 27 34 37 42 46 50 56 64 69 73 79
2509;7;1 7 11 20 25 30 35 40 42 47 50 55 60 69 74 78
2510;2;4 7 12 20 23 29 32 38 41 47 50 56 63 66 74 77
2511;1;1 6 12 20 22 30 32 39 41 47 50 55 63 66 74 76
2512;0;5 10 11 16 21 26 34 36 45 48 53 59 60 69 71 79
2513;6;5 10 13 17 22 27 31 37 42 46 53 56 63 68 71 78
2514;4;5 8 13 20 22 28 31 38 41 47 54 57 64 68 73 76
2515;9;2 7 14 17 24 30 31 40 45 49 54 59 63 67 71 76
2516;8;5 6 13 20 21 29 32 38 42 46 50 56 64 69 73 79
2517;5;1 10 11 17 23 27 32 36 41 47 50 59 61 69 74 79
2518;3;1 7 13 20 25 30 35 39 45 48 53 55 60 66 71 78
2519;7;1 10 14 20 25 27 35 37 41 46 50 56 60 69 74 79
2520;2;4 7 14 20 25 29 35 38 41 47 50 55 61 67 73 76
2521;1;1 6 11 17 22 30 32 40 41 48 50 56 60 66 74 76
2522;0;1 10 11 16 22 26 34 36 45 48 53 59 63 69 71 79
2523;6;5 10 13 18 22 27 31 37 41 46 53 56 64 69 71 78
2524;4;5 10 11 16 22 26 35 37 45 49 50 59 64 69 73 76
2525;7;1 6 11 18 25 30 35 40 42 48 50 55 60 67 74 78
2526;8;5 6 13 20 21 27 35 38 45 46 50 56 63 69 73 79
2527;5;2 7 13 16 25 26 34 36 41 46 50 58 63 69 74 79
2528;3;5 7 14 20 25 29 35 39 45 48 53 56 63 66 71 77
2529;9;1 6 12 16 25 26 35 39 45 49 50 59 60 69 73 79
2530;2;1 9 14 20 25 29 35 39 41 48 50 56 60 66 73 76
2531;1;1 6 11 16 24 29 35 40 45 49 50 58 63 68 73 76
2532;0;1 8 11 16 22 26 34 36 45 48 53 59 63 69 71 79
2533;4;1 10 11 17 22 27 35 39 45 49 50 58 60 68 71 76
2534;6;5 10 13 17 22 26 32 37 42 46 54 56 63 67 71 77
2535;7;1 9 14 20 25 30 35 39 45 47 50 55 60 68 73 78
2536;9;5 10 11 17 25 29 32 40 41 49 53 59 63 68 71 76
2537;8;5 7 11 16 22 26 35 36 41 47 50 59 64 69 71 79
2538;3;5 7 14 20 25 27 34 39 45 48 53 55 60 66 71 78
2539;5;2 10 15 20 25 30 31 40 42 49 54 58 64 66 71 76
2540;2;1 7 11 20 22 27 31 37 41 46 50 55 64 66 74 77
2541;1;1 6 14 17 25 30 35 40 45 49 50 58 64 67 74 76
2542;0;1 7 11 16 22 26 35 37 45 49 50 59 60 69 71 78
2543;4;1 10 11 17 21 26 32 38 45 48 53 59 64 68 73 76
2544;6;5 9 15 20 23 27 32 38 41 47 50 55 64 68 71 78
2545;7;1 9 13 20 25 29 35 38 45 47 50 55 61 68 74 78
2546;9;1 6 13 17 25 30 32 40 41 49 53 59 64 69 73 76
2547;8;5 7 12 17 25 26 34 36 41 47 50 59 64 69 72 79
2548;5;5 9 11 16 25 26 32 36 41 48 50 59 60 69 74 79
2549;3;5 10 15 20 25 27 34 39 45 48 53 56 60 66 71 76
2550;2;1 6 11 17 23 30 34 39 41 47 50 55 63 66 74 76
2551;1;1 6 11 17 23 30 32 39 42 47 50 55 63 66 74 76
2552;0;5 10 11 20 21 27 31 37 42 46 53 56 64 69 73 79
2553;4;1 10 11 17 22 26 35 39 45 49 51 59 64 68 73 76
2554;7;1 10 13 20 25 27 35 37 42 46 50 56 61 69 74 78
2555;6;5 10 12 18 21 27 31 37 42 46 54 57 60 68 72 76
2556;2;1 6 13 20 23 27 32 38 41 47 50 55 63 66 74 76
2557;9;5 9 13 20 22 27 35 40 45 49 53 56 63 66 71 77
2558;5;5 10 11 16 22 26 31 36 41 48 50 59 63 69 74 79
2559;3;4 9 14 20 25 29 35 40 42 48 50 56 60 67 71 76
2560;8;1 6 14 16 25 26 32 36 41 48 50 59 64 69 71 79
2561;1;1 6 11 17 25 30 33 40 42 48 50 55 60 66 74 77
2562;0;4 9 11 17 21 26 32 36 45 48 54 59 64 69 71 79
2563;4;1 10 11 17 21 27 32 38 45 48 53 58 64 67 74 76
2564;7;1 7 11 19 23 30 35 40 45 49 50 59 63 68 73 76
2565;6;5 10 11 17 21 27 31 37 42 46 54 56 64 69 72 78
2566;2;5 7 14 20 24 27 32 37 41 46 50 56 63 67 74 77
2567;9;5 6 15 17 24 30 31 40 41 49 53 59 64 68 73 76
2568;8;5 7 11 16 23 30 31 39 41 48 50 55 64 69 71 78
2569;5;5 7 11 17 23 27 32 36 41 46 50 58 63 69 74 79
2570;3;1 10 13 19 24 29 35 39 45 48 54 56 64 66 71 76
2571;1;1 6 11 17 25 30 35 40 45 49 50 58 63 67 73 76
2572;0;5 10 11 16 21 26 32 36 45 48 54 59 64 69 73 79
2573;4;5 10 11 17 21 27 32 37 45 48 53 59 64 68 73 76
2574;7;1 9 13 20 25 28 35 38 42 46 50 55 62 68 74 78
2575;6;5 10 13 19 22 27 31 38 41 47 53 55 64 68 72 78
2576;2;1 7 11 20 23 30 34 39 41 48 50 56 63 66 74 76
2577;1;1 6 12 16 25 30 34 39 42 47 50 55 60 66 74 77
2578;8;5 9 11 20 21 27 34 37 41 46 50 58 63 69 74 79
2579;5;2 10 11 16 24 26 34 36 41 47 50 59 60 69 74 79
2580;3;1 9 14 20 25 29 34 39 44 49 53 56 63 66 71 76
2581;9;5 6 15 18 23 30 31 40 42 49 53 59 64 68 73 76
2582;0;5 10 11 16 21 26 34 37 45 49 50 59 63 69 73 78
2583;4;5 10 14 17 22 27 31 37 42 48 54 58 64 69 73 76
2584;7;1 9 11 20 23 29 32 38 41 46 50 57 63 69 74 78
2585;2;1 7 13 20 23 27 32 37 41 46 50 56 64 67 74 78
2586;6;5 6 15 20 23 29 31 39 41 47 50 55 62 68 71 78
2587;1;1 6 13 17 25 30 35 40 44 49 50 58 60 66 71 76
2588;9;5 10 11 19 21 28 32 40 42 49 54 56 64 66 73 77
2589;8;5 7 13 20 22 27 32 37 41 46 50 56 63 69 74 79
2590;3;1 8 13 20 25 29 32 39 42 48 54 56 63 66 71 76
2591;5;2 9 11 17 23 27 32 36 41 47 50 59 61 69 74 79
2592;0;5 10 11 17 21 26 31 36 45 47 54 59 64 69 73 79
2593;4;5 10 12 17 21 27 31 37 42 48 54 58 64 68 73 76
2594;7;1 7 11 20 25 30 35 39 45 47 50 55 60 67 74 78
2595;2;1 8 13 20 24 27 32 37 41 47 50 56 64 66 74 78
2596;6;5 10 13 17 22 27 31 37 41 46 53 56 63 68 71 78
2597;1;1 6 11 16 23 29 35 40 45 49 50 59 61 68 71 76
2598;9;5 10 11 20 22 29 35 40 45 49 50 58 60 67 71 76
2599;8;1 10 11 16 22 26 31 36 41 48 50 59 64 69 71 79
2600;5;5 8 15 20 23 30 31 39 41 49 53 58 63 67 71 76
2601;3;4 7 11 20 25 30 35 40 45 49 54 57 64 66 71 76
2602;0;1 6 11 16 22 26 35 37 45 49 53 59 61 69 71 79
2603;4;1 10 11 19 22 27 31 37 42 47 53 58 64 68 74 76
2604;7;1 9 13 20 25 29 34 38 42 47 50 55 63 67 74 78
2605;2;1 6 11 20 25 29 34 38 41 47 50 56 63 67 74 76
2606;1;1 6 11 16 24 29 35 40 45 49 50 59 63 68 73 76
2607;6;5 10 14 19 22 27 31 38 41 47 53 55 64 68 71 78
2608;0;1 6 11 16 22 26 34 36 45 48 54 59 64 69 71 79
2609;9;5 6 15 18 23 30 31 40 41 49 53 59 63 67 71 76
2610;5;5 10 13 17 24 26 32 36 41 47 50 59 63 69 74 79
2611;3;5 8 15 20 25 29 34 39 45 48 53 56 60 66 71 78
2612;8;5 6 13 20 22 27 35 37 45 46 50 56 63 69 73 79
2613;4;1 10 11 17 21 26 31 37 45 47 53 58 64 68 74 76
2614;7;1 7 11 20 24 29 35 38 42 47 50 55 63 68 74 78
2615;2;5 6 13 20 23 27 32 37 41 47 50 56 63 66 74 76
2616;1;1 7 11 16 23 29 35 40 45 49 50 59 62 68 73 76
2617;6;5 10 13 18 22 27 31 37 42 46 54 58 60 68 71 76
2618;0;1 9 11 16 22 26 35 37 45 49 53 59 60 69 71 78
2619;9;5 10 11 20 22 29 34 40 45 49 54 56 63 66 71 77
2620;8;5 7 12 20 22 27 35 37 44 46 50 55 63 69 74 79
2621;5;5 9 14 20 22 29 31 39 42 49 53 56 63 66 71 76
2622;3;4 7 14 20 25 27 34 39 45 48 53 55 63 66 71 77
2623;4;1 10 11 17 21 26 35 38 45 49 50 59 60 69 71 76
2624;7;1 6 11 18 22 30 35 40 45 49 50 59 62 68 73 76
2625;2;1 6 11 20 23 29 32 38 41 47 50 55 63 66 74 77
2626;1;1 6 13 17 25 30 35 40 45 49 52 58 64 66 71 76
2627;6;5 10 12 18 22 27 31 37 42 46 54 56 61 68 71 76
2628;0;5 10 11 18 21 26 31 36 42 47 53 58 64 69 73 79
2629;4;1 10 11 17 22 26 35 38 45 49 53 59 64 68 73 76
2630;8;5 10 11 19 22 27 35 37 41 46 50 56 60 69 71 79
2631;5;1 10 11 16 23 26 32 36 41 48 50 59 63 69 74 79
2632;3;2 7 13 20 25 30 35 40 42 48 50 56 60 66 71 77
2633;9;1 10 11 16 25 30 31 40 41 49 53 59 63 68 71 76
2634;7;1 9 11 20 23 29 34 38 42 46 50 58 63 69 74 79
2635;2;1 6 11 19 23 30 34 39 41 47 50 55 64 66 74 77
2636;1;1 6 11 16 24 29 35 40 45 49 50 59 61 68 72 76
2637;0;1 7 11 17 21 26 32 36 45 47 54 59 64 69 71 79
2638;6;5 10 13 17 22 27 31 37 41 46 50 56 61 67 71 78
2639;4;5 10 11 17 21 26 35 37 45 49 53 59 64 69 73 76
2640;9;5 6 14 20 22 29 35 39 45 49 53 56 63 66 71 76
2641;8;5 6 14 16 23 26 31 36 41 48 54 59 64 69 72 79
2642;3;5 7 14 20 25 29 34 39 45 48 54 56 63 66 71 76
2643;5;3 9 11 16 23 26 32 36 41 46 50 59 63 69 74 79
2644;7;1 10 14 20 25 29 35 38 41 46 50 55 60 68 73 78
2645;2;1 7 11 20 23 30 34 40 42 48 50 56 64 66 74 76
2646;1;4 6 12 20 22 30 32 39 41 47 50 55 63 66 74 77
2647;0;1 6 11 16 22 26 35 37 45 49 50 59 60 69 71 78
2648;6;5 10 13 17 22 27 32 37 42 46 53 56 64 69 71 78
2649;4;5 10 11 17 21 26 32 37 45 48 53 59 63 68 73 76
2650;7;1 10 13 20 25 30 35 39 43 47 50 55 60 68 73 78
2651;8;5 7 11 20 21 27 31 37 41 46 50 58 63 69 74 79
2652;5;5 9 11 16 25 26 35 36 41 46 50 58 60 69 73 79
2653;3;5 10 15 20 25 27 34 39 45 48 53 56 61 66 71 77
2654;9;5 8 15 17 25 30 32 40 45 49 53 58 64 66 71 76
2655;2;1 6 11 20 25 30 34 39 41 48 50 55 60 66 74 77
2656;1;1 6 12 17 24 30 34 39 42 48 50 55 60 66 74 77
2657;0;5 10 11 16 21 26 32 36 45 47 54 59 64 69 73 79
2658;4;5 10 11 17 21 27 31 38 42 48 54 58 64 67 73 76
2659;6;5 10 14 19 22 27 31 38 41 47 50 55 63 67 71 78
2660;7;1 10 12 20 24 29 34 38 42 46 50 57 63 69 74 78
2661;9;5 6 14 20 22 29 35 40 45 49 53 56 63 66 71 77
2662;5;1 7 11 16 23 26 32 36 41 47 50 59 60 69 74 79
2663;3;5 10 15 20 24 27 34 39 45 48 53 55 62 66 71 77
2664;8;1 6 15 18 21 30 32 39 42 47 50 55 60 69 74 79
2665;2;1 6 11 20 23 29 32 38 41 47 50 55 63 66 74 77
2666;1;1 6 12 17 25 30 35 40 45 49 53 58 64 67 73 76
2667;0;1 10 11 16 22 26 34 37 45 49 53 59 60 69 71 78
2668;4;1 10 11 18 21 27 32 38 45 48 54 59 64 68 73 76
2669;6;5 10 11 19 21 27 31 37 41 46 54 56 64 69 71 78
2670;7;1 8 13 20 25 27 35 37 42 46 54 58 64 69 71 78
2671;9;5 10 12 20 23 27 35 40 44 49 53 59 64 67 71 76
2672;8;5 9 13 16 22 26 31 36 41 48 50 59 64 69 73 79
2673;5;1 9 11 16 25 26 34 36 41 47 50 59 60 69 74 79
2674;3;2 7 14 20 25 30 34 39 45 48 53 56 63 66 71 77
2675;2;2 8 13 20 23 27 32 38 41 47 50 55 64 66 74 78
2676;1;1 6 12 17 25 30 34 40 42 49 50 58 60 67 73 76
2677;0;5 10 11 17 21 26 31 36 45 47 54 59 64 69 73 79
2678;4;5 8 13 20 21 27 31 39 45 49 54 59 63 68 73 76
2679;6;5 10 13 17 22 27 31 37 41 46 54 55 64 68 71 78
2680;7;1 9 13 20 25 30 34 39 41 47 50 55 60 69 74 78
2681;2;1 9 12 20 25 29 34 39 41 48 50 55 63 66 74 76
2682;9;5 10 13 18 25 28 35 40 45 49 53 58 63 66 71 76
2683;5;5 9 14 20 23 29 32 39 42 48 53 56 62 66 71 76
2684;3;5 6 13 20 25 30 35 39 45 48 53 56 61 66 71 78
2685;8;5 7 11 20 21 29 35 38 45 46 50 56 60 69 73 79
2686;1;1 10 11 16 22 30 31 39 41 46 50 55 63 66 74 78
2687;0;5 10 11 18 21 27 31 37 41 46 52 56 64 69 73 79
2688;4;5 10 11 17 21 26 32 38 45 48 50 59 63 69 73 76
2689;7;1 9 11 20 24 29 35 38 42 46 50 56 63 68 74 78
2690;6;5 10 15 20 23 29 31 39 41 47 50 55 64 68 71 78
2691;2;5 7 11 20 23 27 32 38 41 47 50 55 64 66 74 78
2692;9;5 10 12 20 23 29 35 40 45 48 53 56 62 66 71 76
2693;8;1 9 11 16 25 26 35 36 41 47 50 59 64 69 72 79
2694;3;5 7 14 20 25 29 34 39 45 48 53 56 60 66 71 78
2695;5;5 8 15 20 24 30 32 40 41 48 53 58 63 67 71 76
2696;1;1 6 13 17 25 30 35 40 44 49 50 58 64 67 73 76
2697;0;5 8 11 16 21 26 32 36 45 47 54 59 64 69 73 79
2698;4;5 10 11 18 22 27 35 39 45 49 50 59 63 68 73 76
2699;7;1 9 13 20 24 27 33 37 41 46 50 56 61 68 74 78
2700;6;5 10 11 17 21 26 31 36 45 46 54 57 64 69 71 78
2701;2;2 6 13 20 25 29 35 39 41 47 50 55 63 66 74 78
2702;1;1 6 11 18 23 30 32 39 42 48 50 55 62 66 74 77
2703;8;5 7 11 20 22 27 35 37 42 46 50 56 64 69 73 79
2704;5;1 10 11 16 23 27 34 37 41 46 50 59 60 69 74 79
2705;3;1 7 11 20 25 29 32 39 45 48 54 56 62 66 71 78
2706;9;5 6 13 16 21 29 32 40 45 49 54 59 64 67 73 76
2707;0;5 10 11 17 21 26 31 36 45 47 54 59 64 69 72 79
2708;4;1 10 11 18 21 27 32 39 45 49 54 59 64 68 73 76
2709;7;1 10 12 20 25 29 34 38 41 46 50 56 60 69 74 78
2710;2;1 7 13 20 25 27 33 38 41 47 50 56 63 67 74 76
2711;6;5 10 12 17 22 26 31 37 42 46 54 56 64 69 71 79
2712;1;5 7 15 20 25 29 34 39 41 48 50 58 60 67 71 76
2713;9;1 6 14 17 25 30 32 40 41 49 50 59 64 68 73 76
2714;8;1 6 13 16 25 30 31 40 42 49 54 56 63 66 71 78
2715;3;5 8 14 20 25 29 34 40 42 48 53 56 61 67 71 76
2716;5;5 7 14 20 25 30 32 40 41 49 50 59 63 66 71 78
2717;0;1 10 11 16 22 26 32 36 45 47 54 59 64 69 73 79
2718;4;5 10 12 20 21 29 33 39 45 49 51 59 63 68 73 76
2719;7;1 10 13 20 24 27 32 36 42 46 54 56 63 69 71 78
2720;2;1 6 11 20 23 30 32 39 41 47 50 56 63 66 74 76
2721;6;5 10 13 17 22 27 31 37 41 46 54 56 64 68 71 78
2722;1;5 10 15 18 23 29 32 39 41 48 50 56 60 67 73 76
2723;9;5 7 13 20 21 29 32 39 45 49 54 59 64 68 73 76
2724;8;5 10 11 17 25 27 35 37 41 46 50 58 63 69 71 79
2725;5;5 10 13 20 22 30 31 39 42 49 50 56 63 66 71 76
2726;3;1 7 13 20 25 30 35 39 45 48 54 56 63 66 71 76
2727;0;1 10 11 16 22 26 35 36 45 48 51 59 60 69 71 78
2728;4;5 10 11 18 21 27 31 38 41 48 54 58 64 67 73 76
2729;7;1 10 13 20 25 29 35 38 45 46 53 55 64 68 73 78
2730;2;1 7 11 20 23 30 32 39 41 48 50 55 64 66 74 76
2731;6;5 10 13 18 22 27 31 37 41 46 53 55 64 68 72 78
2732;1;2 6 13 20 23 29 34 38 42 47 50 55 62 66 74 76
2733;0;5 10 11 16 22 26 35 36 45 48 53 59 60 69 71 78
2734;9;5 7 13 20 22 27 35 39 45 49 53 58 64 66 71 77
2735;5;5 10 15 19 25 30 32 40 42 49 54 56 63 66 71 78
2736;3;1 10 11 20 23 29 34 39 45 48 54 57 64 67 73 76
2737;8;5 7 11 20 22 27 34 37 41 46 50 58 64 69 74 79
2738;4;1 10 11 17 21 26 35 38 45 49 53 59 64 68 73 76
2739;7;1 10 13 20 24 27 34 37 41 46 50 56 63 68 74 78
2740;2;2 7 13 20 25 29 34 39 41 47 50 56 63 66 74 76
2741;1;1 6 11 17 22 30 32 39 41 48 50 55 60 66 74 76
2742;6;5 10 13 19 22 27 31 37 41 46 53 55 64 67 72 77
2743;0;1 10 11 16 21 26 33 36 45 47 53 59 63 69 71 79
2744;9;5 6 12 16 21 27 32 40 45 49 53 59 64 68 73 76
2745;8;5 10 11 20 21 27 34 37 41 46 50 58 64 69 73 79
2746;5;5 9 15 20 25 30 32 40 44 48 54 56 63 66 71 76
2747;3;1 6 11 20 25 30 34 39 45 48 54 56 63 66 71 78
2748;4;5 10 11 17 21 26 31 37 45 48 54 58 64 68 73 76
2749;7;1 7 13 20 25 29 35 38 42 46 50 56 60 69 74 78
2750;2;1 6 11 20 24 29 34 38 41 47 50 55 63 66 74 77
2751;1;1 6 14 17 25 30 35 40 45 48 50 56 60 66 73 76
2752;6;5 10 11 18 22 27 31 37 42 46 54 56 63 69 71 78
2753;0;2 10 11 16 21 26 32 36 45 47 54 59 64 69 73 79
2754;4;5 10 11 17 21 27 32 38 45 48 54 59 64 68 73 76
2755;8;5 6 11 20 21 27 32 38 45 46 50 56 63 69 74 79
2756;5;1 6 11 16 23 26 32 36 41 48 50 59 63 69 74 79
2757;3;5 7 14 20 25 29 34 39 45 48 53 55 61 66 71 77
2758;9;5 7 13 16 21 27 31 40 45 49 53 59 64 68 73 76
2759;7;1 10 11 20 25 30 35 39 45 48 50 55 60 67 73 78
2760;2;1 7 12 20 23 27 32 37 41 47 50 55 64 66 74 77
2761;1;5 6 13 20 23 29 34 37 45 46 54 55 60 66 71 77
2762;0;1 6 11 16 22 26 35 37 45 49 50 59 60 69 71 78
2763;6;5 10 13 17 22 27 31 37 42 46 54 56 63 69 71 78
2764;4;5 10 11 17 21 26 33 38 45 48 53 59 64 69 73 76
2765;9;5 6 13 16 23 30 35 40 45 49 53 56 63 66 71 76
2766;8;5 6 12 20 22 27 35 37 45 46 50 56 60 69 74 79
2767;3;1 7 12 20 25 30 34 39 45 48 54 56 63 66 71 76
2768;5;5 8 15 20 23 29 31 39 42 49 53 58 63 66 71 76
2769;7;1 10 13 19 23 27 33 37 41 46 50 56 63 67 74 78
2770;2;5 7 15 20 25 29 35 39 41 48 50 56 60 66 73 76
2771;1;1 6 13 20 23 30 34 39 41 47 50 55 63 66 74 76
2772;0;1 7 11 18 21 26 31 36 44 47 54 59 64 69 71 79
2773;6;5 10 12 17 22 26 31 36 42 46 54 56 61 69 73 77
2774;4;4 10 11 17 22 26 35 39 45 49 53 59 63 68 73 76
2775;9;1 7 11 17 25 30 31 40 41 49 54 59 64 69 74 76
2776;8;1 10 13 16 25 26 35 36 42 47 50 59 64 69 71 79
2777;5;5 10 14 20 22 30 32 39 45 48 50 57 60 67 71 76
2778;3;4 7 14 20 25 29 35 39 45 48 54 56 63 66 71 76
2779;7;1 7 12 20 25 29 34 38 42 46 50 55 63 68 74 78
2780;2;1 6 11 18 23 30 35 40 42 48 50 56 63 66 74 76
2781;1;1 6 11 16 23 29 35 40 45 49 53 59 64 68 73 76
2782;0;1 10 11 17 21 26 32 36 45 47 54 58 64 69 73 79
2783;4;5 7 15 20 23 29 31 39 41 48 53 58 63 68 73 76
2784;6;5 10 12 17 22 26 31 37 42 46 54 56 63 69 71 78
2785;7;1 9 13 20 25 29 35 38 42 47 50 55 60 68 74 78
2786;9;5 8 13 20 23 27 35 40 45 49 53 56 63 66 71 76
2787;5;5 10 11 17 25 27 35 37 41 46 50 58 60 69 73 79
2788;3;5 6 13 20 25 30 35 40 45 48 53 56 63 66 71 78
2789;8;5 6 12 20 22 29 35 38 45 46 50 56 63 69 74 79
2790;2;1 6 11 20 24 30 34 39 41 47 50 55 63 66 74 76
2791;1;1 6 11 16 22 29 35 40 45 49 53 59 63 68 73 76
2792;0;1 6 11 16 22 26 35 37 45 49 50 59 60 69 71 78
2793;4;1 10 11 16 22 26 35 37 45 49 50 59 63 69 73 76
2794;6;5 10 13 18 22 27 31 37 41 46 54 55 64 68 71 77
2795;7;1 10 14 20 25 27 35 38 42 46 50 56 62 69 74 78
2796;9;5 6 11 16 21 29 32 40 45 49 54 59 64 68 73 76
2797;8;5 7 13 18 25 26 34 36 41 47 50 58 64 69 73 79
2798;5;5 7 15 20 25 30 32 40 41 49 50 58 63 67 71 76
2799;3;1 9 12 20 25 30 34 40 45 48 54 56 64 66 73 77
2800;2;5 6 13 20 25 29 34 38 41 47 50 55 63 67 74 76
2801;1;1 6 11 17 24 29 35 40 45 49 50 59 63 68 73 76
2802;0;5 10 13 18 22 27 31 37 42 46 53 56 64 69 73 79
2803;4;5 10 11 18 21 27 31 38 42 48 53 58 64 68 73 76
2804;6;5 10 14 19 22 27 31 37 41 46 50 55 64 68 71 78
2805;7;1 8 13 20 25 29 34 38 41 46 50 55 64 68 71 78
2806;2;1 7 12 20 23 29 32 38 41 47 50 57 64 67 74 76
2807;8;5 6 15 16 25 26 31 36 42 48 54 59 63 69 71 79
2808;5;1 6 11 16 23 26 31 36 41 48 50 59 63 69 74 79
2809;3;1 7 11 20 25 30 34 39 45 49 54 56 64 66 72 77
2810;9;5 10 11 18 23 27 35 40 45 49 54 56 63 66 71 78
2811;1;1 6 13 18 23 30 34 40 44 49 53 58 64 67 74 76
2812;0;5 6 11 16 23 26 35 37 45 49 50 59 60 69 71 78
2813;4;1 10 11 17 21 26 34 37 45 49 54 59 64 69 73 76
2814;7;1 10 13 20 23 27 32 38 41 46 50 56 62 69 74 78
2815;6;5 10 13 18 22 27 31 38 41 47 50 55 64 67 73 78
2816;2;1 6 11 20 22 27 31 37 41 46 50 55 64 66 74 77
2817;9;5 10 14 17 25 30 32 40 45 49 54 57 63 66 71 77
2818;8;5 7 14 20 22 27 32 38 41 46 50 56 61 69 74 79
2819;3;2 7 13 20 25 30 34 39 45 48 54 56 63 66 71 76
2820;5;5 8 15 20 24 30 31 40 42 49 53 56 63 66 71 77
2821;1;5 6 14 18 25 30 34 39 41 48 50 55 60 66 74 76
2822;0;1 6 11 16 23 26 35 37 45 49 50 59 60 69 71 79
2823;4;5 10 13 17 22 27 31 37 42 47 54 58 64 68 73 76
2824;7;1 10 13 20 25 27 34 37 41 46 54 56 64 69 71 78
2825;6;5 10 13 18 22 27 31 37 41 46 50 55 61 68 71 78
2826;2;5 6 13 20 23 27 32 36 41 46 50 56 64 66 74 77
2827;1;1 10 11 16 22 27 31 40 41 48 50 55 60 66 74 77
2828;8;5 6 13 20 22 29 32 38 42 46 50 55 60 69 74 79
2829;5;5 7 11 16 23 26 31 36 41 47 50 59 63 69 74 79
2830;3;1 7 12 20 25 29 34 39 42 48 54 56 64 66 71 76
2831;9;5 10 11 19 22 28 34 40 45 49 54 56 63 66 71 76
2832;0;1 10 11 17 21 26 32 36 45 47 54 59 64 69 72 79
2833;4;1 10 11 17 22 27 35 39 45 49 50 59 60 68 73 76
2834;7;1 10 13 18 22 26 32 36 41 47 50 58 63 69 74 79
2835;2;5 10 15 20 25 27 32 39 41 48 50 56 63 66 74 76
2836;6;5 10 14 18 22 27 31 38 41 47 50 55 64 67 73 78
2837;1;1 6 11 17 25 30 35 40 41 49 50 58 60 67 73 76
2838;9;5 10 13 17 25 30 34 40 45 49 54 56 63 66 71 76
2839;5;5 10 13 19 22 29 34 39 45 48 53 56 60 66 71 78
2840;3;1 8 13 20 25 29 34 39 42 48 54 56 63 66 71 76
2841;8;1 8 11 17 25 26 32 36 41 48 53 59 64 69 71 79
