ID;CLASS;EVENTS
4984;0;1 2 9 15 23 25 34 43 45 51 52 56 61 66
4985;1;1 2 9 14 24 27 34 44 46 51 53 56 61 72
4986;1;1 2 9 15 23 27 35 44 45 50 52 56 61 66
4987;1;1 9 16 23 25 41 46 50 52 56 61 72
4988;0;1 2 9 14 24 27 34 44 49 50 55 56 61 66
4989;1;1 7 9 15 23 27 36 42 46 50 52 56 61 81
4990;1;1 3 9 17 23 25 37 43 45 51 52 56 61 66
4991;1;1 2 9 16 23 26 39 42 45 51 52 56 61 72
4992;0;1 3 9 17 23 25 30 41 49 50 52 56 61 66
4993;1;1 6 9 17 23 25 39 43 45 51 52 56 61 66
4994;1;1 2 9 19 24 27 29 44 46 50 52 56 61 66
4995;1;1 2 9 16 23 25 39 43 45 51 52 56 61 66
4996;0;1 2 9 14 24 25 33 41 45 50 52 56 61 66
4997;1;1 2 9 14 24 27 33 42 45 50 52 56 61 66
4998;1;1 2 9 15 23 27 36 42 45 50 52 56 61 66
4999;1;1 2 9 16 23 25 31 43 45 51 52 56 61 66
5000;1;1 2 9 16 23 26 30 44 47 51 52 56 61 66
5001;0;1 2 9 14 24 27 29 44 45 51 55 56 61 66
5002;1;1 2 9 14 24 25 34 43 45 51 52 56 65 66
5003;1;1 2 9 20 23 25 35 43 45 51 52 56 61 66
5004;1;1 3 9 17 23 25 33 43 45 51 52 56 61 66
5005;0;1 6 9 21 24 25 34 41 45 50 55 56 61 66
5006;1;1 2 9 17 23 25 30 43 45 51 52 56 61 66
5007;1;1 3 9 17 23 25 31 41 46 50 52 56 61 76
5008;1;1 2 9 17 23 27 30 42 45 51 52 56 61 66
5009;0;1 2 9 17 23 25 30 43 45 51 52 57 61 66
5010;1;1 2 9 16 23 27 31 42 45 50 52 56 61 66
5011;1;1 2 9 17 23 27 31 42 45 51 52 56 61 66
5012;1;1 3 9 17 23 25 37 43 45 51 52 56 61 66
5013;0;1 2 9 21 24 25 33 43 45 51 52 56 61 66
5014;1;1 3 9 21 24 26 34 42 45 50 52 56 61 66
5015;1;1 6 9 20 23 25 33 43 45 51 52 56 61 66
5016;1;1 9 15 23 27 42 45 50 52 56 61 66
5017;0;1 3 9 14 24 25 29 41 45 50 52 56 61 66
5018;1;1 2 9 19 24 27 36 42 45 50 52 56 61 66
5019;1;1 2 9 17 23 25 36 41 45 50 52 56 61 66
5020;1;1 5 9 17 23 27 34 42 45 51 52 56 61 66
5021;0;1 6 9 22 24 25 33 43 45 51 52 56 61 66
5022;1;1 2 9 17 23 25 33 43 49 51 52 56 61 66
5023;1;1 2 9 14 24 26 33 44 45 50 52 56 61 66
5024;1;1 2 9 16 23 26 35 44 45 50 52 56 61 66
5025;1;1 2 9 16 23 27 31 42 45 51 52 56 61 72
5026;0;1 2 9 15 23 25 33 43 45 51 52 56 61 66
5027;1;1 6 9 16 23 27 33 44 45 51 52 56 61 66
5028;1;1 2 9 14 24 27 34 42 45 50 52 56 61 66
5029;1;1 2 9 17 23 25 31 43 45 51 52 56 61 66
5030;0;1 6 9 14 24 25 36 41 45 50 52 56 61 66
5031;1;1 2 9 15 23 25 33 43 45 51 52 56 61 66
5032;1;1 2 9 16 23 27 32 44 45 50 52 56 61 66
5033;1;1 2 9 14 24 25 30 43 46 51 52 56 61 81
5034;0;1 6 9 15 23 25 36 43 45 51 52 56 61 66
5035;1;1 2 9 14 24 27 33 44 45 50 52 56 61 66
5036;1;1 2 9 17 23 27 38 44 45 51 52 56 61 66
5037;1;1 2 9 16 23 27 30 42 45 51 52 56 61 72
5038;0;1 4 9 14 24 25 32 43 45 51 55 56 61 66
5039;1;1 2 9 16 23 25 38 43 45 51 52 56 61 66
5040;1;1 2 9 16 23 27 36 42 45 51 52 56 61 66
5041;1;1 2 9 20 23 25 30 43 45 51 52 56 61 66
5042;0;1 6 9 14 24 25 34 43 45 51 52 56 61 72
5043;1;1 2 9 17 23 27 31 42 45 50 52 56 61 66
5044;1;1 2 9 20 23 25 30 43 45 51 52 56 61 66
5045;1;1 2 9 17 23 25 35 41 45 50 52 56 61 66
5046;1;1 2 9 17 23 25 31 43 45 51 52 56 61 66
5047;0;1 2 9 15 23 25 30 43 45 51 52 56 61 66
5048;1;1 2 9 14 24 25 32 43 45 51 52 56 61 66
5049;1;1 7 9 21 24 27 39 42 45 51 52 56 61 66
5050;1;1 2 9 15 23 26 35 42 49 50 52 56 61 66
5051;0;1 4 9 18 24 25 34 43 45 51 52 56 61 66
5052;1;1 2 9 14 24 27 36 44 45 51 52 56 61 66
5053;1;1 2 9 16 23 27 31 42 45 51 52 56 61 66
5054;1;1 2 9 14 24 27 34 42 46 51 52 56 61 66
5055;0;1 7 9 21 24 25 35 43 45 51 52 57 61 66
5056;1;1 2 9 17 23 25 35 43 45 51 52 56 61 66
5057;1;1 2 9 15 23 27 36 42 45 50 52 56 61 66
5058;1;1 2 9 14 24 25 32 43 45 51 52 56 61 66
5059;0;1 2 9 21 24 25 34 41 45 50 52 56 61 66
5060;1;1 2 9 15 23 27 32 44 45 51 52 56 61 66
5061;1;1 7 9 15 23 27 31 42 45 50 52 56 61 66
5062;1;1 2 9 17 23 27 36 44 45 51 52 56 61 66
5063;0;1 2 9 16 23 25 35 43 45 51 52 56 61 66
5064;1;1 5 9 20 23 25 39 43 45 51 52 56 61 66
5065;1;1 3 9 17 23 25 30 43 45 51 52 56 61 66
5066;1;1 9 15 23 27 42 46 51 52 56 61 89
5067;0;1 2 9 14 24 25 33 43 45 51 52 58 61 66
5068;1;1 2 9 17 23 27 31 44 45 51 52 56 61 66
5069;1;1 2 9 16 23 27 38 42 45 51 52 56 61 66
5070;1;1 7 9 15 23 26 36 44 45 50 52 59 61 66
5071;1;1 2 9 16 23 26 31 42 45 50 52 56 61 66
5072;0;1 2 9 15 23 25 32 43 45 51 55 56 61 66
5073;1;1 2 9 15 23 27 36 42 45 51 52 56 61 66
5074;1;1 2 9 16 23 26 38 44 45 51 52 56 61 66
5075;1;1 2 9 15 23 27 36 44 45 50 52 56 61 66
5076;0;1 3 9 22 24 26 34 44 45 50 52 56 61 66
5077;1;1 2 9 17 23 27 36 42 49 50 52 56 61 66
5078;1;1 2 9 15 23 25 34 43 45 51 52 56 61 66
5079;1;1 2 9 20 23 25 30 43 45 51 53 56 61 66
5080;0;1 2 9 14 24 25 33 43 45 51 55 56 61 66
5081;1;1 6 9 15 23 25 39 42 49 51 52 56 61 66
5082;1;1 9 17 23 26 44 45 51 52 56 61 66
5083;1;1 3 9 17 23 25 31 41 49 50 52 56 61 66
5084;0;1 2 9 17 23 25 38 43 45 51 52 56 61 66
5085;1;1 3 9 15 23 26 31 42 45 51 52 56 61 66
5086;1;1 4 9 17 23 25 32 43 45 51 52 56 65 66
5087;1;1 2 9 16 23 26 31 44 45 50 52 56 61 70
5088;0;1 2 9 14 24 25 33 43 49 51 52 56 61 66
5089;1;1 2 9 16 23 27 30 42 45 51 52 56 61 66
5090;1;1 2 9 21 24 27 32 42 45 50 52 56 61 66
5091;1;1 2 9 17 23 25 30 43 45 51 52 56 61 66
5092;0;1 6 9 15 23 25 34 43 49 51 55 56 61 66
5093;1;1 2 9 17 23 25 30 43 45 51 52 56 61 66
5094;1;1 2 9 16 23 26 31 44 45 50 52 56 61 66
5095;1;1 2 9 15 23 25 33 43 45 51 52 56 61 66
5096;1;1 2 9 14 24 25 30 43 45 51 52 56 61 66
5097;0;1 2 9 20 23 25 35 43 45 51 52 56 61 66
5098;1;1 5 9 15 23 25 29 43 45 51 52 56 61 66
5099;1;1 2 9 15 23 26 31 44 45 51 52 56 61 66
5100;1;1 2 9 17 23 27 31 42 45 51 52 56 61 66
5101;0;1 2 9 22 24 25 34 43 46 51 52 56 61 93
5102;1;1 2 9 16 23 26 35 44 45 50 52 56 61 66
5103;1;1 9 15 23 25 43 45 51 52 56 61 66
5104;1;1 9 15 23 25 42 45 50 52 56 61 66
5105;0;1 2 9 14 24 25 29 41 45 50 52 56 61 66
5106;1;1 2 9 17 23 25 30 43 45 51 52 56 61 66
5107;1;1 2 9 17 23 27 38 42 45 51 52 56 61 66
5108;1;1 2 9 17 23 25 31 41 45 50 52 56 61 66
5109;0;1 2 9 14 24 25 33 43 45 51 52 56 61 66
5110;1;1 6 9 15 23 27 39 44 45 50 52 56 61 66
5111;1;1 2 9 17 23 27 31 42 45 50 52 56 61 66
5112;1;1 6 9 17 23 27 34 42 47 50 52 56 61 66
5113;0;1 2 9 14 24 26 34 44 45 50 52 56 61 66
5114;1;1 2 9 15 23 27 31 42 45 50 52 56 61 66
5115;1;1 3 9 15 23 25 37 43 45 51 52 56 61 66
5116;1;1 2 9 16 23 27 31 44 45 50 52 56 61 72
5117;1;1 2 9 16 23 27 38 42 46 51 52 56 61 66
5118;0;1 2 9 14 24 25 32 43 49 51 52 56 61 66
5119;1;1 9 16 23 25 43 45 51 52 56 61 66
5120;1;1 2 9 17 23 25 37 43 45 51 52 56 61 66
5121;1;1 2 9 17 23 27 30 44 45 51 52 56 61 66
5122;0;1 3 9 19 24 25 30 43 45 51 52 56 61 66
5123;1;1 2 9 17 23 25 30 43 45 51 52 56 61 66
5124;1;1 2 9 14 24 27 31 42 45 51 52 56 61 66
5125;1;1 4 9 15 23 26 35 44 45 51 52 56 61 66
5126;0;1 9 15 23 25 43 45 51 52 57 61 66
5127;1;1 5 9 15 23 25 29 43 45 51 52 56 61 71
5128;1;1 2 9 15 23 26 32 44 45 51 52 56 61 66
5129;1;1 2 9 14 24 25 36 42 46 51 52 56 61 73
5130;0;1 2 9 15 23 25 36 43 45 51 52 56 61 66
5131;1;1 2 9 19 24 26 36 42 45 50 52 56 61 66
5132;1;1 7 9 17 23 26 36 42 45 50 52 56 61 66
5133;1;1 2 9 17 23 27 30 42 45 51 52 56 61 66
5134;0;1 2 9 20 23 25 29 43 45 51 52 56 61 66
5135;1;1 2 9 15 23 27 32 42 45 50 52 56 61 66
5136;1;1 2 9 17 23 25 31 43 45 51 52 56 61 66
5137;1;1 2 9 17 23 25 32 43 45 51 52 56 61 66
5138;0;1 2 9 21 24 25 31 41 45 50 52 56 61 66
5139;1;1 2 9 15 23 26 36 42 49 50 52 56 61 66
5140;1;1 2 9 17 23 25 31 43 45 51 52 56 61 66
5141;1;1 9 14 24 27 44 45 51 52 56 61 66
5142;1;1 2 9 17 23 27 36 42 47 51 52 56 61 66
5143;0;1 2 9 21 24 25 36 43 45 51 52 56 61 66
5144;1;1 2 9 20 23 27 36 44 45 51 52 56 61 66
5145;1;1 2 9 15 23 25 30 43 45 51 52 56 61 72
5146;1;1 6 9 15 23 25 39 43 45 51 52 56 61 66
5147;0;1 2 9 14 24 25 33 42 46 50 52 56 61 77
5148;1;1 2 9 14 24 27 34 42 45 51 52 56 61 66
5149;1;1 2 9 15 23 25 30 43 45 51 52 56 61 66
5150;1;1 2 9 19 24 25 29 41 45 50 52 56 61 66
5151;0;1 2 9 18 24 25 34 43 45 51 55 56 61 66
5152;1;1 2 9 14 24 25 34 43 49 51 52 56 61
5153;1;1 2 9 15 23 25 32 43 45 51 52 56 61 66
5154;1;1 2 9 15 23 27 34 42 46 51 52 58 61 66
5155;0;1 3 9 19 24 27 32 42 45 50 52 56 61 66
5156;1;1 2 9 17 23 27 33 44 49 51 52 56 61 66
5157;1;1 2 9 16 23 25 35 43 45 51 52 56 61 66
5158;1;1 9 15 23 27 44 49 51 52 56 61 66
5159;0;1 2 9 20 23 25 30 43 45 51 52 56 61 66
5160;1;1 2 9 17 23 27 35 44 45 50 52 56 61 66
5161;1;1 2 9 20 23 26 32 42 45 50 52 56 61 66
5162;1;1 2 9 15 23 26 30 42 45 51 52 56 61 66
5163;1;1 2 9 17 23 27 31 42 45 50 52 56 61 66
5164;0;1 2 9 14 24 25 29 43 45 51 52 57 61 66
5165;1;1 2 9 15 23 25 32 43 45 51 52 56 61 66
5166;1;1 2 9 16 23 27 31 44 45 50 52 56 61 66
5167;1;1 2 9 15 23 25 34 41 45 50 52 56 61 66
5168;0;1 4 9 14 24 25 33 43 45 51 52 59 63 66
5169;1;1 2 9 18 24 25 34 43 45 51 52 56 61 66
5170;1;1 2 9 15 23 26 35 44 45 50 52 56 61 66
5171;1;1 2 9 16 23 25 35 43 45 51 52 56 61 66
5172;0;1 2 9 17 23 25 32 43 49 51 52 56 61 66
5173;1;1 2 9 17 23 25 31 43 45 51 52 56 61 66
5174;1;1 9 17 23 25 43 45 51 52 56 61 66
5175;1;1 2 9 15 23 25 33 41 45 50 52 56 61 66
5176;0;1 2 9 14 24 25 33 43 45 51 52 56 61 66
5177;1;1 2 9 15 23 26 36 44 45 50 52 56 61 71
5178;1;1 2 9 15 23 27 29 42 45 50 52 56 61 66
5179;1;1 2 9 17 23 27 36 42 45 51 52 56 61 66
5180;0;1 4 9 15 23 25 38 43 45 51 52 56 61 66
5181;1;1 2 9 15 23 26 36 42 45 50 52 56 61 72
5182;1;1 2 9 17 23 27 31 42 45 51 52 56 61 66
5183;1;1 2 9 15 23 27 29 42 45 50 52 56 61 66
5184;0;1 2 9 14 24 25 33 43 45 51 52 56 61 66
5185;1;1 2 9 17 23 25 38 43 45 51 52 56 65 66
5186;1;1 5 9 17 23 27 36 42 45 50 52 56 61 66
5187;1;1 2 9 17 23 27 31 42 45 50 52 56 61 91
5188;1;1 2 9 15 23 26 33 44 45 50 52 56 61 66
5189;0;1 2 9 17 23 25 37 43 45 51 55 56 63 66
5190;1;1 2 9 15 23 27 35 42 48 51 52 56 61 66
5191;1;1 4 9 15 23 25 33 43 45 51 52 56 61 66
5192;1;1 2 9 15 23 27 31 42 47 51 52 56 61 66
5193;0;1 2 9 21 24 25 34 41 45 50 52 56 61 66
5194;1;1 6 9 17 23 26 36 44 45 50 52 56 61 66
5195;1;1 2 9 16 23 26 35 42 49 51 52 56 61 66
5196;1;1 6 9 17 23 26 36 44 47 50 52 56 61 66
5197;0;1 9 14 24 25 43 45 51 55 56 61 66
5198;1;1 2 9 16 23 27 31 42 49 50 52 56 61 66
5199;1;1 2 9 16 23 25 38 43 45 51 52 56 61 72
5200;1;1 9 17 23 27 44 45 50 52 56 61 66
5201;0;1 3 9 14 24 25 33 43 45 51 55 56 61 66
5202;1;1 2 9 14 24 27 34 42 45 51 52 56 61 66
5203;1;1 2 9 19 24 27 30 42 49 50 52 56 61 66
5204;1;1 2 9 20 23 25 30 43 45 51 52 56 61 66
5205;0;1 7 9 22 24 27 33 44 45 50 52 56 61 66
5206;1;1 2 9 17 23 27 31 42 45 51 52 56 61 66
5207;1;1 2 9 17 23 27 31 44 45 51 52 58 61 66
5208;1;1 2 9 15 23 25 34 43 45 51 52 56 61 66
5209;0;1 2 9 18 24 25 36 41 45 50 52 56 61 66
5210;1;1 2 9 16 23 26 32 42 45 50 52 56 61 66
5211;1;1 2 9 15 23 25 35 43 45 51 52 56 61 66
5212;1;1 6 9 15 23 26 36 44 45 50 52 56 61 66
5213;1;1 9 17 23 25 41 45 50 52 56 61 66
5214;0;1 2 9 15 23 25 36 41 45 50 52 56 61 66
5215;1;1 2 9 17 23 27 31 44 45 50 52 56 61 66
5216;1;1 2 9 21 24 26 33 44 45 50 52 56 61 66
5217;1;1 2 9 16 23 25 30 41 48 50 52 56 61
5218;0;1 2 9 15 23 25 32 43 45 51 52 56 61 66
5219;1;1 2 9 16 23 27 32 42 46 50 52 56 61 73
5220;1;1 2 9 17 23 27 36 44 45 50 55 56 61 66
5221;1;1 7 9 17 23 25 39 43 45 51 52 56 61 66
5222;0;1 2 9 14 24 26 33 44 45 50 52 56 61 66
5223;1;1 5 9 21 24 27 34 42 45 50 52 56 61 66
5224;1;1 9 16 23 25 43 45 51 52 56 61 66
5225;1;1 2 9 16 23 26 31 42 45 50 52 56 61 66
5226;0;1 2 9 21 24 25 32 43 45 51 52 56 61 66
5227;1;1 2 9 15 23 27 29 42 49 50 53 56 61 66
5228;1;1 4 9 17 23 27 36 44 45 50 52 56 61 66
5229;1;1 2 9 16 23 27 32 42 45 50 52 56 61 66
5230;0;1 2 9 16 23 25 37 43 45 51 52 56 61 66
5231;1;1 2 9 17 23 25 35 43 45 51 52 56 61 82
5232;1;1 2 9 15 23 27 36 42 45 50 52 56 61 66
5233;1;1 3 9 17 23 27 31 44 45 50 52 56 61 66
5234;1;1 2 9 15 23 27 31 42 45 51 52 56 61 66
5235;0;1 4 9 15 23 25 32 43 45 51 52 56 61 66
5236;1;1 9 14 24 27 44 45 50 52 56 61 66
5237;1;1 2 9 16 23 26 31 44 49 51 52 56 61 66
5238;1;1 2 9 14 24 27 33 44 45 51 52 56 61 66
5239;0;1 2 9 16 23 25 38 43 45 51 52 56 61 66
5240;1;1 2 9 16 23 25 30 43 45 51 52 56 61 66
5241;1;1 6 9 14 24 27 34 44 45 51 52 56 61 66
5242;1;1 2 9 19 24 27 36 44 45 50 52 56 61 66
5243;0;1 2 9 16 23 25 35 43 45 51 52 56 61 72
5244;1;1 6 9 15 23 27 36 44 45 50 52 56 61 66
5245;1;1 2 9 15 23 25 31 43 45 51 52 56 61 66
5246;1;1 2 9 14 24 27 32 42 45 51 52 56 61 66
5247;0;1 2 9 17 23 25 35 43 45 51 54 56 61 66
5248;1;1 7 9 17 23 25 39 43 45 51 52 56 61 66
5249;1;1 2 9 15 23 27 31 44 45 50 52 56 61 66
5250;1;1 2 9 19 24 27 34 42 45 50 52 56 61 66
5251;0;1 2 9 15 23 25 35 43 45 51 52 56 61 66
5252;1;1 2 9 15 23 25 32 43 45 51 52 56 61 66
5253;1;1 2 9 17 23 25 31 41 46 50 52 56 61 89
5254;1;1 3 9 14 24 25 33 43 45 51 52 56 61 66
5255;0;1 2 9 15 23 25 38 43 45 51 52 56 61 66
5256;1;1 2 9 15 23 27 30 42 45 51 52 56 61 66
5257;1;1 2 9 15 23 27 31 42 45 51 52 56 61 66
5258;1;1 9 15 23 27 42 45 51 52 56 61 66
5259;1;1 2 9 16 23 26 38 44 45 51 52 56 61 66
5260;0;1 4 9 18 24 25 34 43 46 51 52 56 61 73
5261;1;1 7 9 14 24 25 32 43 45 51 52 56 61 66
5262;1;1 9 15 23 27 42 46 50 52 56 61 66
5263;1;1 5 9 18 24 25 34 43 45 51 52 56 63 66
5264;0;1 2 9 17 23 25 36 43 45 51 52 56 61 66
5265;1;1 2 9 15 23 26 35 42 49 51 52 56 61 66
5266;1;1 5 9 17 23 25 36 43 45 51 52 56 61 66
5267;1;1 7 9 17 23 27 36 44 45 51 52 56 61 66
5268;0;1 2 9 16 23 25 31 41 49 50 52 56 61 66
5269;1;1 6 9 21 24 27 34 42 45 50 52 56 61 66
5270;1;1 2 9 15 23 27 32 44 45 50 52 56 61 66
5271;1;1 3 9 17 23 27 37 42 45 51 52 56 61 66
5272;0;1 2 9 17 23 25 30 43 45 51 52 56 61 66
5273;1;1 2 9 16 23 27 31 42 45 51 52 56 61 66
5274;1;1 2 9 16 23 27 30 42 45 51 52 56 61 66
5275;1;1 2 9 16 23 27 38 44 45 51 52 56 61 66
5276;0;1 2 9 22 24 25 34 43 45 51 52 56 61 66
5277;1;1 2 9 16 23 26 32 42 45 50 52 56 61 66
5278;1;1 2 9 16 23 25 30 43 45 51 52 56 61 66
5279;1;1 2 9 15 23 27 33 44 45 50 52 56 61 66
5280;1;1 2 9 17 23 25 30 43 45 51 52 56 61 66
5281;0;1 2 9 14 24 27 34 42 45 50 52 56 61 66
5282;1;1 2 9 16 23 26 35 44 45 51 52 56 61 66
5283;1;1 6 9 17 23 27 31 42 49 51 52 56 61 66
5284;1;1 2 9 19 24 25 33 43 45 51 52 56 61 69
5285;0;1 3 9 18 24 25 34 43 45 51 52 58 61 66
5286;1;1 2 9 17 23 27 33 44 49 51 52 56 61 66
5287;1;1 2 9 19 24 27 30 44 45 51 52 56 61 66
5288;1;1 2 9 17 23 25 32 43 45 51 52 56 61 66
5289;0;1 2 9 14 24 25 31 43 45 51 52 56 61 66
5290;1;1 2 9 16 23 27 31 44 45 50 52 56 61 66
5291;1;1 2 9 17 23 25 33 43 45 51 52 56 61 72
5292;1;1 9 16 23 27 42 45 50 52 56 61 66
5293;0;1 6 9 21 24 25 39 43 45 51 52 56 61 66
5294;1;1 2 9 15 23 27 36 42 45 50 52 56 61 66
5295;1;1 7 9 15 23 27 31 44 46 51 52 56 61 66
5296;1;1 7 9 15 23 25 36 41 49 50 52 56 61 66
5297;0;1 3 9 17 23 25 37 43 45 51 52 56 63 66
5298;1;1 2 9 15 23 27 36 42 45 50 52 56 61 66
5299;1;1 2 9 17 23 27 36 44 45 50 52 56 61 66
5300;1;1 5 9 14 24 27 33 44 45 50 52 56 61 66
5301;0;1 4 9 17 23 25 30 43 45 51 54 56 61 66
5302;1;1 2 9 14 24 25 32 43 45 51 52 56 61 66
5303;1;1 2 9 17 23 27 36 42 45 50 52 56 61 66
5304;1;1 2 9 15 23 27 30 44 45 51 52 57 61 66
5305;1;1 2 9 17 23 27 32 42 45 50 52 56 61 66
5306;0;1 3 9 15 23 25 30 43 45 51 55 56 61 66
5307;1;1 2 9 17 23 27 31 44 45 50 52 56 61 66
5308;1;1 2 9 15 23 27 30 42 45 51 52 56 61 66
5309;1;1 2 9 20 23 26 30 42 45 51 52 56 61 66
5310;0;1 2 9 17 23 25 32 43 45 51 52 56 61 66
5311;1;1 2 9 19 24 25 36 41 45 50 52 56 61 66
5312;1;1 2 9 15 23 27 36 44 45 51 52 56 61 66
5313;1;1 2 9 16 23 25 30 43 45 51 52 56 61 66
5314;0;1 2 9 14 24 25 33 43 45 51 52 56 61 87
5315;1;1 2 9 17 23 27 35 42 45 50 52 56 61 79
5316;1;1 2 9 16 23 25 31 43 48 51 52 56 61 66
5317;1;1 9 22 24 25 43 45 51 52 56 61 66
5318;0;1 2 9 14 24 25 33 43 45 51 55 56 61 66
5319;1;1 2 9 15 23 27 32 42 45 50 52 56 61 66
5320;1;1 9 14 24 25 43 45 51 52 56 61 66
5321;1;1 2 9 14 24 25 31 43 45 51 52 56 61 66
5322;0;1 6 9 19 24 25 39 43 45 51 52 56 61 66
5323;1;1 2 9 16 23 27 32 42 45 50 52 56 61 66
5324;1;1 2 9 16 23 27 30 42 45 50 52 56 61 66
5325;1;1 2 9 14 24 27 36 44 45 51 52 56 61 66
5326;0;1 2 9 21 24 25 34 43 45 51 55 56 61 66
5327;1;1 9 17 23 27 42 45 51 52 56 61 72
5328;1;1 2 9 15 23 27 32 42 45 50 52 56 61 66
5329;1;1 9 16 23 27 44 47 50 52 56 61 66
5330;1;1 2 9 15 23 25 29 43 45 51 52 56 61 66
5331;0;1 3 9 20 23 25 32 43 45 51 52 56 61 66
5332;1;1 4 9 15 23 25 32 43 45 51 52 56 61 66
5333;1;1 2 9 15 23 25 32 43 45 51 52 56 61 66
5334;1;1 2 9 20 23 26 30 44 45 51 52 56 61 66
5335;0;1 6 9 17 23 25 39 43 45 51 52 57 61 72
5336;1;1 2 9 14 24 27 33 44 45 51 52 56 61 66
5337;1;1 2 9 14 24 27 33 44 45 50 52 56 61 66
5338;1;1 2 9 17 23 25 33 41 45 50 53 56 61 66
5339;0;1 2 9 15 23 25 36 41 45 50 55 56 61 66
5340;1;1 6 9 20 23 25 29 43 45 51 52 56 61 66
5341;1;1 3 9 17 23 27 30 42 45 51 52 56 61 66
5342;1;1 4 9 21 24 26 33 44 45 50 52 56 61 66
5343;0;1 2 9 17 23 25 30 43 45 51 55 56 65 66
5344;1;1 2 9 17 23 27 31 44 45 51 52 56 61 66
5345;1;1 2 9 15 23 26 30 42 45 51 52 56 61 66
5346;1;1 2 9 15 23 27 35 44 45 51 52 56 61 66
5347;0;1 2 9 17 23 25 32 43 45 51 52 56 61 66
5348;1;1 2 9 16 23 25 38 43 45 51 52 56 61 66
5349;1;1 4 9 15 23 25 37 43 45 51 52 56 61 66
5350;1;1 2 9 16 23 26 35 44 49 50 52 56 61 66
5351;1;1 6 9 16 23 25 36 41 45 50 52 56 61 66
5352;0;1 2 9 19 24 26 34 42 45 50 55 56 61 66
5353;1;1 2 9 17 23 25 37 43 45 51 52 56 61 66
5354;1;1 2 9 17 23 25 31 43 46 51 52 56 61 93
5355;1;1 2 9 20 23 27 36 42 45 50 52 56 61 66
5356;0;1 5 9 15 23 25 36 43 45 51 52 56 61 66
5357;1;1 6 9 17 23 25 31 43 45 51 52 56 61 66
5358;1;1 2 9 17 23 26 32 44 45 50 52 56 61 66
5359;1;1 2 9 20 23 25 30 43 45 51 52 56 61 66
5360;0;1 2 9 14 24 25 33 43 45 51 52 56 61 66
5361;1;1 2 9 16 23 27 33 44 45 50 52 56 61 66
5362;1;1 2 9 17 23 26 30 44 45 51 52 56 61 66
5363;1;1 2 9 17 23 26 31 42 45 50 52 56 61 66
5364;0;1 2 9 14 24 25 34 43 45 51 52 56 61 66
5365;1;1 3 9 15 23 27 34 42 45 50 52 56 61 66
5366;1;1 6 9 14 24 27 34 42 45 51 52 56 61 66
5367;1;1 2 9 16 23 27 32 42 45 50 52 56 61 66
5368;0;1 6 9 18 24 27 33 44 49 50 52 56 61 66
5369;1;1 2 9 16 23 25 37 43 45 51 52 56 61 72
5370;1;1 2 9 16 23 25 35 43 45 51 52 56 61 66
5371;1;1 2 9 14 24 27 32 44 45 50 52 56 61 66
5372;0;1 2 9 14 24 25 34 42 45 51 52 56 61 66
5373;1;1 2 9 14 24 25 34 41 45 50 52 56 61 66
5374;1;1 2 9 15 23 26 32 44 45 50 52 56 61 66
5375;1;1 2 9 20 23 26 34 42 45 50 52 56 61 66
5376;1;1 2 9 15 23 25 30 43 45 51 52 56 61 66
5377;0;1 2 9 14 24 25 29 41 45 50 52 56 61 66
5378;1;1 5 9 15 23 27 36 42 49 50 52 56 61 66
5379;1;1 9 19 24 27 42 45 50 52 56 61 66
5380;1;1 2 9 17 23 25 37 43 48 51 52 56 61 72
5381;0;1 9 22 24 25 43 45 51 52 56 61 70
5382;1;1 4 9 17 23 25 32 43 46 51 52 56 61 71
5383;1;1 3 9 14 24 27 32 42 46 51 52 56 61 79
5384;1;1 2 9 19 24 25 36 42 45 50 52 56 61 66
5385;0;1 2 9 15 23 25 34 43 45 51 52 56 61 92
5386;1;1 2 9 21 24 25 34 43 45 51 52 56 61 66
5387;1;1 2 9 17 23 25 36 43 45 51 52 56 61 66
5388;1;1 7 9 15 23 26 36 44 45 50 52 56 61 66
5389;0;1 3 9 16 23 25 37 43 45 51 55 56 61 66
5390;1;1 2 9 19 24 27 33 44 45 50 52 56 61 66
5391;1;1 3 9 17 23 25 32 43 45 51 52 56 61 66
5392;1;1 2 9 17 23 27 32 42 45 50 52 56 61 66
5393;0;1 2 9 14 24 25 35 43 45 51 52 56 61 66
5394;1;1 2 9 16 23 27 32 42 45 50 52 56 61 66
5395;1;1 5 9 17 23 27 36 44 45 50 52 56 61 66
5396;1;1 2 9 15 23 27 31 44 49 51 52 56 61 66
5397;1;1 7 9 17 23 25 38 43 49 51 52 56 61 66
5398;0;1 2 9 14 24 27 32 44 45 50 52 56 61 66
5399;1;1 2 9 17 23 27 32 42 45 51 52 56 61 66
5400;1;1 2 9 15 23 26 30 44 45 51 52 56 61 66
5401;1;1 2 9 16 23 25 35 43 45 51 52 56 61 66
5402;0;1 2 9 14 24 25 33 43 45 51 52 56 61 66
5403;1;1 9 17 23 25 43 45 51 52 56 61 66
5404;1;1 2 9 15 23 27 31 42 45 50 52 56 61 66
5405;1;1 2 9 17 23 25 30 43 45 51 52 56 61 66
5406;0;1 2 9 17 23 25 35 43 45 51 52 58 61 66
5407;1;1 2 9 16 23 27 31 44 45 51 52 56 61 66
5408;1;1 2 9 17 23 25 32 43 45 51 52 56 61 66
5409;1;1 7 9 15 23 26 33 44 45 50 52 56 61 66
5410;0;1 2 9 20 23 25 29 41 45 50 52 56 61 66
