ID;CLASS;EVENTS
2064;16;3 5 15 18 29 36
2065;12;1 5 9 24 30 33
2066;15;3 5 11 20 28 40
2067;0;4 7 9 20 26 37
2068;9;4 7 9 19 31 34
2069;14;4 6 16 18 26 37
2070;11;4 5 15 19 25 40
2071;15;3 5 15 17 26 36
2072;13;2 5 12 17 26 35
2073;10;2 6 11 19 29 34
2074;12;4 5 11 24 25 34
2075;14;3 5 12 20 28 40
2076;6;4 7 10 22 26 35
2077;16;3 5 15 20 31 38
2078;17;1 5 10 22 30 37
2079;7;4 7 9 20 26 34
2080;15;4 5 11 17 31 39
2081;0;3 5 13 20 30 35
2082;13;2 6 14 24 32 38
2083;14;2 5 11 18 32 37
2084;12;4 7 13 18 27 38
2085;11;3 5 11 24 26 37
2086;15;2 6 15 17 31 39
2087;13;3 6 13 24 30 35
2088;8;3 6 13 21 25 35
2089;0;4 6 9 17 26 34
2090;9;3 7 14 19 32 33
2091;14;2 5 16 24 26 38
2092;10;4 5 16 21 32 33
2093;16;2 5 10 18 28 38
2094;15;2 6 12 17 30 37
2095;14;2 5 12 24 26 35
2096;12;4 7 12 17 31 39
2097;13;4 7 16 17 28 39
2098;0;3 6 15 19 30 36
2099;11;4 6 12 19 27 38
2100;15;2 6 12 24 29 36
2101;14;2 5 14 23 31 37
2102;13;4 6 15 21 29 36
2103;16;3 5 15 19 29 37
2104;12;3 6 16 17 30 34
2105;15;4 6 11 23 29 36
2106;10;2 5 11 20 31 33
2107;9;4 8 13 21 32 35
2108;14;3 6 15 22 31 34
2109;0;4 6 15 21 31 38
2110;15;2 5 16 19 27 39
2111;13;4 5 12 22 31 34
2112;5;4 6 13 18 25 33
2113;11;4 8 10 18 30 34
2114;12;4 5 14 22 32 35
2115;15;4 5 14 19 27 40
2116;16;2 6 11 19 30 36
2117;14;3 6 14 17 30 40
2118;0;3 5 15 20 30 36
2119;13;2 6 10 22 28 34
2120;15;4 6 9 22 30 37
2121;14;2 5 13 23 26 35
2122;10;3 7 16 21 28 33
2123;12;3 6 12 19 26 36
2124;7;4 7 10 24 25 36
2125;15;2 5 13 24 27 35
2126;11;2 5 16 23 28 33
2127;9;3 7 10 20 32 34
2128;8;4 7 15 17 32 35
2129;2;4 7 10 20 27 33
2130;13;4 6 16 24 25 38
2131;0;4 7 10 20 26 35
2132;16;2 5 12 17 29 35
2133;14;2 5 13 17 31 35
2134;15;2 5 9 24 28 37
2135;12;3 6 14 24 31 36
2136;13;4 5 15 22 30 33
2137;6;4 6 13 18 26 34
2138;14;4 6 13 17 27 37
2139;0;2 5 16 19 31 35
2140;15;4 5 12 24 28 37
2141;10;4 8 11 24 32 39
2142;11;3 6 12 19 25 36
2143;13;2 6 13 17 32 35
2144;16;4 5 14 22 28 36
2145;12;3 6 13 21 26 39
2146;14;2 5 12 22 28 40
2147;9;3 6 15 20 32 39
2148;15;1 5 11 18 32 40
2149;14;3 6 16 20 31 38
2150;17;1 5 14 24 29 35
2151;0;4 7 15 19 31 34
2152;13;3 6 13 18 32 35
2153;15;2 5 10 19 31 39
2154;12;3 6 9 17 26 39
2155;16;2 5 10 18 29 36
2156;3;3 6 12 24 25 34
2157;11;1 5 15 18 32 40
2158;10;4 7 9 20 26 40
2159;14;4 6 10 23 31 36
2160;13;1 5 11 20 29 33
2161;0;4 6 14 22 31 38
2162;15;4 5 12 24 30 35
2163;14;3 6 10 18 28 40
2164;12;4 7 10 17 32 39
2165;15;1 5 14 22 29 33
2166;13;4 5 12 21 32 40
2167;9;4 5 11 20 25 34
2168;16;2 5 16 18 29 37
2169;14;3 5 16 19 26 38
2170;8;3 5 15 18 32 40
2171;11;4 8 13 20 30 38
2172;0;2 5 12 23 28 38
2173;7;4 8 14 19 31 33
2174;15;4 5 10 19 29 37
2175;10;4 8 9 24 31 33
2176;12;4 6 16 24 25 37
2177;13;4 7 12 17 31 35
2178;14;4 5 13 22 25 39
2179;15;3 6 14 23 28 37
2180;0;4 6 11 20 28 36
2181;14;3 5 16 24 32 38
2182;16;4 5 14 23 27 39
2183;13;1 5 9 23 27 33
2184;11;4 6 13 23 31 40
2185;12;4 6 16 23 31 34
2186;15;3 5 15 18 31 39
2187;9;2 5 11 19 31 33
2188;14;3 6 11 17 31 39
2189;0;4 6 11 22 26 37
2190;10;2 6 12 23 31 33
2191;13;3 7 13 17 29 35
2192;15;4 5 10 20 27 39
2193;12;4 6 14 22 32 38
2194;16;4 5 15 17 27 38
2195;15;1 5 14 24 30 33
2196;6;4 7 9 19 26 33
2197;13;2 6 11 17 32 38
2198;11;3 5 16 24 31 33
2199;14;4 6 12 24 30 39
2200;0;3 6 13 20 30 35
2201;15;3 5 14 21 29 35
2202;12;3 7 9 18 32 35
2203;14;2 5 14 21 32 37
2204;13;4 6 15 21 25 37
2205;9;4 6 9 23 30 34
2206;10;4 8 13 17 27 34
2207;16;2 5 12 24 28 36
2208;15;2 5 16 24 28 40
2209;0;4 8 15 19 32 35
2210;8;3 6 12 19 32 34
2211;14;4 6 15 20 28 37
2212;11;4 7 13 18 27 39
2213;13;4 7 16 18 29 38
2214;12;4 8 13 17 31 38
2215;15;3 5 9 23 27 36
2216;14;4 5 16 24 25 39
2217;15;1 5 14 21 27 34
2218;0;2 6 15 22 32 39
2219;7;4 6 12 17 32 33
2220;16;2 5 16 19 28 35
2221;17;2 5 15 23 29 39
2222;13;4 6 12 22 26 36
2223;10;2 5 15 23 32 34
2224;12;2 6 10 21 32 36
2225;14;3 5 13 19 27 40
2226;9;3 5 10 22 25 40
2227;11;4 5 9 24 26 33
2228;15;3 5 14 18 26 35
2229;13;2 6 14 19 32 38
2230;0;3 5 12 21 27 36
2231;14;3 6 12 19 29 40
2232;12;3 5 12 23 30 40
2233;16;3 5 11 18 30 38
2234;15;3 5 9 19 29 40
2235;14;3 5 16 17 26 38
2236;13;2 6 16 24 32 34
2237;15;4 6 11 22 31 37
2238;10;2 5 9 23 32 33
2239;11;1 5 15 17 32 38
2240;0;4 7 10 18 25 34
2241;14;3 6 12 18 31 39
2242;12;4 6 13 18 31 40
2243;13;2 5 12 20 30 34
2244;9;4 8 13 21 29 33
2245;16;1 5 12 21 31 36
2246;15;4 5 16 23 31 37
2247;14;3 5 10 20 32 39
2248;0;2 6 12 20 29 35
2249;13;4 7 10 18 31 37
2250;8;3 5 10 18 25 36
2251;12;4 7 13 17 31 37
2252;15;2 5 14 21 28 38
2253;5;4 6 12 23 26 33
2254;10;3 5 14 20 32 34
2255;6;4 7 14 23 27 33
2256;11;4 7 9 22 31 40
2257;14;3 6 13 18 27 37
2258;15;2 5 12 17 31 35
2259;0;4 5 15 23 32 40
2260;16;3 5 13 22 26 38
2261;13;3 6 16 19 32 40
2262;12;4 7 9 18 27 40
2263;14;2 5 12 18 32 38
2264;9;4 8 11 23 32 34
2265;15;3 5 13 23 26 36
2266;13;3 7 16 18 31 36
2267;7;4 5 15 19 31 33
2268;15;2 5 10 18 27 39
2269;3;3 5 11 23 25 33
2270;11;3 7 10 24 29 34
2271;0;1 5 15 18 30 35
2272;10;3 5 12 23 32 34
2273;14;4 5 12 20 30 40
2274;16;2 5 12 17 29 37
2275;12;2 6 9 17 31 34
2276;15;3 5 14 20 30 40
2277;13;2 6 14 20 32 37
2278;14;3 6 15 21 29 40
2279;0;1 5 16 19 32 36
2280;15;3 6 10 18 30 36
2281;12;4 7 13 19 27 38
2282;11;4 7 13 20 28 39
2283;13;4 5 13 19 30 37
2284;9;3 6 12 20 31 34
2285;16;2 6 11 23 30 36
2286;14;4 6 9 19 31 39
2287;10;4 8 14 18 31 38
2288;15;3 6 15 22 30 36
2289;14;1 5 9 24 30 34
2290;0;4 6 16 20 32 37
2291;12;4 5 13 23 27 40
2292;8;2 5 10 18 25 37
2293;17;1 5 11 23 28 34
2294;13;2 5 13 18 32 34
2295;15;4 6 14 18 28 37
2296;14;3 6 10 19 31 40
2297;11;4 6 14 24 32 34
2298;16;3 5 11 22 32 37
2299;13;4 7 10 17 30 38
2300;0;4 5 12 24 29 40
2301;12;3 7 13 24 32 39
2302;15;3 6 14 23 29 35
2303;10;4 7 13 18 25 40
2304;9;4 8 13 20 29 33
2305;14;4 6 9 24 26 38
2306;13;3 5 14 19 26 40
2307;15;4 5 12 18 29 36
2308;14;4 5 11 19 31 39
2309;0;3 6 15 18 32 35
2310;11;4 7 15 23 25 36
2311;16;1 5 9 18 30 35
2312;12;3 5 14 24 31 34
2313;15;3 5 13 21 27 37
2314;6;4 6 11 20 25 35
2315;7;3 7 11 18 29 33
2316;13;4 6 12 22 32 37
2317;14;4 6 13 23 26 39
2318;15;2 5 15 21 29 36
2319;0;2 5 12 22 27 37
2320;10;4 7 11 17 25 36
2321;12;3 7 13 18 32 40
2322;13;3 7 14 24 29 34
2323;9;4 8 13 18 26 34
2324;16;2 5 12 20 30 36
2325;11;2 6 9 17 28 33
2326;14;3 7 12 19 30 36
2327;15;2 6 16 20 29 36
2328;14;3 6 11 19 32 36
2329;0;2 5 15 18 30 33
2330;12;2 5 16 23 25 35
2331;13;4 5 10 18 32 35
2332;15;3 5 11 22 31 35
2333;8;3 6 15 18 32 40
2334;14;3 6 11 17 31 37
2335;16;2 6 15 22 29 37
2336;10;4 5 10 22 25 34
2337;13;4 7 11 18 29 38
2338;11;4 6 9 18 32 35
2339;15;2 6 15 18 30 37
2340;0;4 5 16 18 31 35
2341;12;3 5 12 18 27 35
2342;9;4 7 13 23 32 34
2343;14;2 5 15 19 26 38
2344;15;1 5 15 17 28 34
2345;13;4 7 14 19 29 38
2346;15;3 5 12 21 31 38
2347;0;4 8 10 18 27 34
2348;16;1 5 11 18 31 35
2349;12;4 6 12 17 32 40
2350;14;4 6 15 24 27 40
2351;10;1 5 9 19 31 33
2352;11;3 6 12 24 25 36
2353;13;4 7 11 24 28 37
2354;15;2 5 15 17 30 35
2355;14;3 6 16 23 27 38
2356;12;4 6 12 19 32 39
2357;0;3 5 11 19 28 36
2358;13;2 5 14 24 32 35
2359;7;4 6 11 21 30 33
2360;9;4 5 10 21 25 40
2361;16;3 5 12 18 30 34
2362;15;3 5 9 21 27 36
2363;17;1 5 10 21 28 35
2364;14;4 6 9 23 27 37
2365;15;2 5 9 18 29 39
2366;11;2 6 9 23 28 33
2367;13;4 7 9 19 30 37
2368;10;4 8 12 24 32 37
2369;0;1 5 15 19 32 35
2370;12;4 7 13 22 27 40
2371;14;3 7 9 22 31 38
2372;15;4 5 14 17 26 38
2373;6;4 7 10 18 28 33
2374;8;4 8 9 22 32 33
2375;16;1 5 10 24 31 37
2376;13;3 6 10 20 32 37
2377;14;4 6 16 23 27 38
2378;12;3 6 12 18 32 35
2379;0;4 7 15 21 31 38
2380;11;3 5 13 20 25 40
2381;3;3 7 15 22 27 33
2382;9;4 8 10 19 31 33
2383;15;4 5 10 19 28 38
2384;14;3 5 9 18 29 34
2385;13;3 6 12 22 30 40
2386;10;3 5 11 19 25 39
2387;15;2 6 11 23 32 38
2388;12;4 7 14 20 30 40
2389;16;2 6 15 24 31 38
2390;0;3 5 11 24 26 40
2391;14;3 5 11 21 30 36
2392;13;2 5 14 24 32 37
2393;4;4 6 10 22 26 33
2394;5;4 6 15 20 25 33
2395;15;3 5 13 21 28 40
2396;11;4 6 12 20 26 39
2397;14;4 5 13 18 31 37
2398;15;2 5 11 24 32 37
2399;0;2 5 10 23 27 39
2400;12;3 6 12 18 32 40
2401;16;2 5 15 23 26 38
2402;9;3 6 9 21 29 33
2403;10;4 8 12 23 27 34
2404;13;4 5 9 24 25 35
2405;14;3 5 11 22 30 34
2406;15;4 5 12 22 32 38
2407;13;4 7 12 23 31 36
2408;12;3 7 11 18 32 39
2409;7;4 7 16 19 25 34
2410;11;4 7 14 20 26 38
2411;0;4 5 11 19 28 36
2412;14;1 5 14 20 29 34
2413;15;4 5 9 23 30 39
2414;16;2 5 15 22 30 34
2415;13;4 7 11 24 31 39
2416;8;3 6 10 19 32 33
2417;14;4 6 15 19 29 36
2418;12;2 6 10 22 31 34
2419;10;4 7 12 21 25 38
2420;0;3 7 13 22 30 37
2421;9;3 5 9 19 30 33
2422;15;3 5 12 23 31 35
2423;14;4 6 9 17 26 35
2424;11;3 6 12 20 26 36
2425;13;3 5 12 24 26 37
2426;15;4 5 9 22 30 38
2427;16;2 5 14 17 27 35
2428;15;2 5 9 23 31 36
2429;12;4 6 9 17 32 38
2430;0;3 7 14 22 31 38
2431;13;3 6 11 22 29 40
2432;14;2 5 12 20 31 39
2433;6;4 6 16 18 25 34
2434;15;4 5 15 24 26 38
2435;10;2 5 9 24 32 33
2436;17;1 5 10 19 30 36
2437;14;4 5 9 19 25 37
2438;12;4 5 13 24 30 33
2439;11;4 8 15 21 31 34
2440;0;1 5 15 22 32 39
2441;9;4 5 10 22 25 35
2442;16;2 5 12 18 30 36
2443;13;2 6 9 17 32 38
2444;15;3 6 10 23 28 36
2445;14;3 7 10 19 30 37
2446;13;4 5 12 23 32 35
2447;12;4 7 16 19 31 40
2448;15;4 5 11 17 31 38
2449;0;4 6 10 20 26 37
2450;14;3 6 16 24 31 36
2451;10;4 8 14 24 31 37
2452;11;3 7 9 21 29 34
2453;16;3 5 14 18 29 37
2454;15;3 5 15 19 26 35
2455;13;2 6 13 20 32 38
2456;7;4 7 16 22 26 34
2457;8;4 7 10 23 25 36
2458;14;4 6 15 18 31 39
2459;12;2 5 13 24 25 35
2460;0;1 5 11 17 28 34
2461;9;3 5 10 23 25 37
2462;15;4 5 15 18 31 40
2463;13;3 6 11 22 28 40
2464;14;2 5 16 23 29 34
2465;16;4 5 10 23 30 36
2466;11;2 5 10 23 32 40
2467;10;2 5 11 19 28 33
2468;15;3 5 16 19 31 39
2469;12;1 5 16 24 29 33
2470;13;3 6 9 19 26 38
2471;0;2 6 14 18 30 33
2472;14;4 5 13 18 27 40
2473;15;2 5 16 17 27 39
2474;14;3 5 12 21 26 38
2475;12;4 7 13 17 30 37
2476;13;4 7 9 17 28 37
2477;16;1 5 11 21 28 34
2478;9;4 6 12 23 30 34
2479;11;3 6 14 23 25 35
2480;0;2 5 15 23 30 38
2481;15;4 5 10 18 30 35
2482;10;4 6 12 21 25 38
2483;14;2 5 10 22 29 40
2484;2;3 7 9 20 26 33
2485;13;2 5 13 24 32 34
2486;15;4 5 16 24 27 36
2487;12;4 7 16 17 27 40
2488;0;4 7 13 22 28 38
2489;14;3 7 13 22 31 37
2490;16;2 6 14 19 30 38
2491;15;4 5 12 24 28 36
2492;6;3 7 12 18 32 33
2493;11;3 7 10 17 31 34
2494;13;3 5 12 23 32 35
2495;14;3 5 9 19 26 38
2496;3;3 6 13 22 25 34
2497;12;3 5 11 21 26 35
2498;8;4 6 12 21 25 35
2499;15;4 5 16 23 25 37
2500;9;4 7 12 18 25 40
2501;10;2 6 11 20 32 33
2502;0;3 5 11 22 26 37
2503;13;4 6 13 18 29 38
2504;7;4 7 15 17 25 34
2505;14;3 5 11 21 32 40
2506;16;4 5 14 17 29 38
2507;15;4 5 12 18 28 36
2508;12;3 7 14 21 32 37
2509;17;2 5 12 23 29 37
2510;11;2 5 12 20 28 33
2511;15;4 6 12 23 29 37
2512;0;3 7 15 19 32 36
2513;13;3 6 15 17 25 37
2514;14;1 5 16 22 32 33
2515;15;2 5 9 17 31 38
2516;13;3 6 15 19 26 37
2517;10;3 6 10 23 31 40
2518;12;3 5 14 19 31 40
2519;16;2 5 12 21 30 36
2520;9;4 8 9 17 32 34
2521;14;2 5 13 18 32 38
2522;0;3 5 9 18 25 33
2523;11;2 5 9 22 28 33
2524;15;3 5 9 22 28 36
2525;14;2 5 13 18 27 39
2526;13;4 6 13 23 25 38
2527;12;3 5 11 23 29 40
2528;15;1 5 11 23 28 33
2529;0;3 6 12 22 28 37
2530;16;2 5 12 23 29 35
2531;14;2 6 10 24 31 35
2532;10;4 8 9 20 32 35
2533;13;3 6 13 24 32 36
2534;15;2 5 11 18 27 40
2535;5;4 5 12 19 26 33
2536;12;4 6 10 17 32 38
2537;11;2 5 13 23 32 33
2538;9;4 6 16 23 31 33
2539;8;4 8 14 24 32 33
2540;14;3 7 16 18 30 38
2541;13;3 5 10 21 31 36
2542;0;4 6 11 20 26 37
2543;15;3 5 16 17 28 38
2544;16;2 6 16 18 29 35
2545;14;4 6 16 18 28 36
2546;15;2 5 9 22 25 36
2547;12;4 7 9 23 25 37
2548;13;3 5 13 24 32 40
2549;10;1 5 10 19 31 33
2550;0;2 5 10 24 25 39
2551;7;4 7 16 18 26 34
2552;11;3 6 12 17 27 39
2553;6;4 6 10 19 30 34
2554;14;3 5 16 21 28 36
2555;15;1 5 14 22 28 33
2556;13;2 5 16 21 31 34
2557;12;4 7 11 24 32 38
2558;16;3 5 16 23 30 38
2559;9;3 5 15 17 32 36
2560;14;2 5 12 20 31 38
2561;0;4 5 10 18 27 35
2562;15;4 5 10 17 31 35
2563;14;4 7 15 22 31 36
2564;13;3 5 15 22 25 40
2565;11;4 7 14 18 25 38
2566;10;3 6 16 19 25 40
2567;12;4 6 12 19 26 37
2568;15;4 5 10 18 28 40
2569;14;3 6 10 19 31 38
2570;16;2 5 16 23 29 37
2571;0;4 7 15 23 30 38
2572;13;4 8 16 23 30 38
2573;15;2 5 10 18 29 40
2574;14;4 6 10 24 31 37
2575;12;4 6 12 22 25 36
2576;9;3 5 12 23 32 33
2577;15;4 5 9 18 31 37
2578;11;4 6 15 21 30 34
2579;8;4 6 15 17 32 38
2580;17;1 5 10 23 28 35
2581;0;2 5 13 19 29 36
2582;13;4 6 12 24 32 40
2583;10;3 7 12 18 32 34
2584;16;3 6 14 19 30 37
2585;15;4 5 13 24 28 36
2586;14;4 5 11 19 32 36
2587;12;3 6 15 21 30 34
2588;13;4 5 11 21 26 35
2589;15;3 5 10 19 31 40
2590;0;4 5 14 20 30 35
2591;14;1 5 9 23 31 34
2592;11;4 6 14 18 31 38
2593;13;4 6 15 21 27 36
2594;16;3 5 12 17 30 34
2595;12;4 5 15 24 26 34
2596;9;2 5 10 24 25 36
2597;7;4 7 13 17 26 34
2598;15;3 6 15 22 29 35
2599;10;3 5 12 24 32 34
2600;14;3 6 16 21 31 39
2601;0;4 6 14 19 31 36
2602;15;4 5 12 24 31 37
2603;13;3 7 13 19 31 38
2604;12;4 5 13 20 31 40
2605;14;4 6 13 19 28 37
2606;11;3 6 12 19 27 36
2607;15;4 5 11 19 27 39
2608;16;3 5 12 24 28 35
2609;3;3 7 9 23 27 33
2610;13;3 6 16 17 25 36
2611;0;4 8 15 17 31 34
2612;6;3 5 10 18 31 33
2613;14;4 6 9 18 30 38
2614;15;3 5 9 19 28 38
2615;10;3 5 15 20 30 33
2616;12;4 7 16 23 26 39
2617;9;3 5 11 20 29 33
2618;14;3 6 16 22 26 38
2619;13;4 5 12 23 25 37
2620;0;2 5 11 24 28 40
2621;8;3 5 12 19 30 33
2622;16;2 6 14 18 28 35
2623;11;4 5 14 18 32 40
2624;15;3 5 14 21 28 39
2625;14;2 6 13 18 30 36
2626;12;1 5 11 20 30 33
2627;13;3 6 11 17 32 36
2628;15;3 6 11 23 29 37
2629;0;4 8 16 23 32 38
2630;14;3 6 12 17 31 37
2631;10;4 8 9 17 27 34
2632;15;1 5 13 20 32 39
2633;16;3 5 11 20 29 38
2634;12;4 5 15 22 26 34
2635;9;4 5 10 17 32 34
2636;11;4 8 13 17 31 39
2637;13;3 7 11 22 30 35
2638;14;3 5 12 23 32 36
2639;15;4 5 16 21 30 38
2640;0;3 5 10 20 25 36
2641;13;2 6 14 20 30 34
2642;14;3 6 16 18 27 36
2643;12;3 6 12 22 27 40
2644;7;4 7 15 23 26 34
2645;15;1 5 11 17 32 37
2646;16;4 5 11 23 30 37
2647;10;4 8 14 20 32 37
2648;13;4 6 12 23 26 36
2649;11;4 7 13 24 25 36
2650;0;4 7 15 19 30 36
2651;17;2 5 11 23 29 37
2652;14;4 6 10 19 28 37
2653;15;4 5 16 20 28 39
2654;12;4 6 9 22 29 40
2655;9;4 8 11 21 27 34
2656;14;3 5 16 24 25 38
2657;13;4 6 10 21 30 38
2658;15;4 5 16 22 31 35
2659;16;3 5 15 22 29 34
2660;0;2 6 16 21 31 37
2661;8;3 6 14 19 29 33
2662;15;4 5 9 17 26 38
2663;11;3 6 16 17 29 34
2664;10;4 8 12 17 32 37
2665;12;3 5 13 23 27 40
2666;13;4 6 12 19 31 38
2667;14;2 6 12 18 32 38
2668;15;2 5 9 20 29 36
2669;0;4 8 16 20 31 35
2670;6;4 7 14 22 26 33
2671;14;2 5 14 23 32 36
2672;16;2 5 10 18 29 35
2673;13;3 7 10 18 31 39
2674;12;4 6 16 24 32 36
2675;5;4 7 16 19 27 33
2676;9;3 7 13 20 32 35
2677;15;4 5 12 18 28 37
2678;11;4 8 12 24 29 34
2679;14;4 5 12 20 27 38
2680;13;2 5 12 23 25 36
2681;10;3 6 11 21 32 34
2682;0;3 5 14 23 31 39
2683;15;1 5 12 20 31 38
2684;12;4 6 15 18 25 36
2685;14;1 5 14 20 28 34
2686;16;3 5 10 22 28 36
2687;15;3 5 13 20 30 38
2688;13;3 7 12 20 30 38
2689;0;4 5 10 22 26 37
2690;11;4 8 16 22 31 34
2691;14;3 6 16 18 28 40
2692;7;4 6 9 24 26 33
2693;12;3 6 15 23 29 33
2694;9;3 7 14 21 28 33
2695;15;4 6 14 23 30 35
2696;10;2 6 15 24 32 36
2697;13;3 6 13 19 31 40
2698;14;2 5 13 19 32 39
2699;16;4 5 14 18 29 36
2700;0;1 5 12 19 28 34
2701;15;4 5 15 21 30 34
2702;8;4 7 15 19 31 33
2703;13;3 6 10 22 27 40
2704;12;4 8 10 19 30 35
2705;11;4 6 14 18 32 34
2706;14;4 6 10 24 28 36
2707;15;3 5 12 22 32 37
2708;14;3 6 12 24 31 35
2709;0;4 8 14 19 31 34
2710;16;2 5 15 19 28 36
2711;10;3 7 10 22 32 39
2712;13;2 6 14 18 32 36
2713;9;4 8 13 23 30 33
2714;12;4 8 12 23 31 37
2715;15;3 5 16 17 31 39
2716;14;4 5 9 24 32 39
2717;13;2 5 14 20 26 40
2718;0;2 6 13 17 29 34
2719;11;4 6 11 23 25 36
2720;15;2 5 11 18 30 40
2721;12;4 7 9 21 30 38
2722;3;3 7 10 20 27 33
2723;17;2 5 14 22 27 36
2724;16;3 5 15 20 29 37
2725;14;4 6 15 19 28 40
2726;15;1 5 10 21 32 38
2727;13;3 6 14 21 26 38
2728;10;3 6 12 20 26 40
2729;14;4 6 16 19 29 36
2730;6;4 6 16 21 26 34
2731;0;3 7 14 19 29 36
2732;15;2 5 9 23 27 35
2733;12;4 8 16 23 30 36
2734;4;4 7 10 23 26 33
2735;9;4 7 13 21 32 36
2736;11;3 6 14 24 25 35
2737;13;4 7 14 19 29 40
2738;14;3 6 12 18 30 40
2739;16;2 5 15 18 31 36
2740;15;2 5 13 21 28 40
2741;7;4 8 10 20 32 33
2742;0;2 6 14 20 31 35
2743;15;4 5 16 24 31 36
2744;12;3 6 9 20 32 40
2745;8;4 8 15 22 32 40
2746;13;4 7 14 17 30 36
2747;10;3 6 12 18 25 40
2748;14;1 5 13 24 32 34
2749;15;4 5 15 21 29 38
2750;11;4 6 16 17 25 35
2751;13;4 7 12 24 28 38
2752;16;4 5 15 23 27 36
2753;0;4 5 12 20 27 37
2754;9;4 8 15 21 29 33
2755;12;4 8 10 19 31 37
2756;14;4 5 13 18 28 35
2757;15;4 5 14 21 30 35
2758;13;3 6 13 17 32 38
2759;14;2 5 10 20 28 34
2760;0;2 5 13 22 28 39
2761;15;2 5 9 24 30 38
2762;10;3 7 11 20 30 34
2763;11;4 8 15 24 29 34
2764;16;3 5 12 20 30 38
2765;12;3 5 11 24 25 35
2766;14;3 5 13 18 30 39
2767;13;4 5 11 18 32 36
2768;15;2 5 13 17 28 38
2769;14;1 5 14 18 32 38
2770;0;3 5 12 20 29 35
2771;12;4 6 13 24 30 38
2772;9;4 7 14 17 32 34
2773;13;4 7 11 19 27 40
2774;15;2 5 15 19 30 39
2775;11;3 7 11 21 28 33
2776;16;2 5 11 19 27 37
2777;10;4 8 12 22 31 33
2778;14;4 5 13 19 29 39
2779;15;3 5 15 21 27 37
2780;0;4 7 13 23 28 38
2781;12;3 6 15 22 29 33
2782;13;3 7 12 23 32 37
2783;8;4 7 13 18 26 35
2784;14;4 6 10 24 29 37
2785;15;4 5 12 18 29 37
2786;7;4 8 16 18 30 33
2787;13;4 7 9 23 29 37
2788;16;4 5 12 22 31 36
2789;6;4 7 12 18 28 33
2790;11;4 8 13 23 32 37
2791;0;1 5 15 21 30 36
2792;9;4 8 15 21 26 34
2793;14;3 5 15 19 25 35
2794;17;1 5 16 24 28 36
2795;12;3 5 14 19 25 38
2796;10;4 7 11 23 25 39
2797;15;4 5 9 23 28 39
2798;14;3 5 16 18 27 40
2799;13;4 7 10 17 31 36
2800;15;3 5 9 21 26 35
2801;0;2 5 13 20 29 37
2802;16;4 5 11 18 28 36
2803;12;4 5 11 18 25 35
2804;11;4 7 14 18 26 40
2805;14;2 5 9 19 32 35
2806;13;3 7 9 24 30 35
2807;15;3 5 9 24 29 37
2808;14;3 7 13 22 31 36
2809;0;3 5 15 22 30 37
2810;10;4 8 16 19 30 33
2811;9;3 7 12 22 28 33
2812;12;4 7 14 22 27 39
2813;13;3 6 13 17 31 37
2814;15;4 5 13 21 30 35
2815;16;1 5 12 24 31 35
2816;14;2 5 10 22 31 39
2817;5;4 7 15 19 28 33
2818;15;3 6 15 21 29 37
2819;11;2 6 15 22 32 35
2820;13;4 6 16 18 27 40
2821;0;3 6 16 19 32 36
2822;12;4 7 12 18 32 39
2823;15;4 5 9 17 29 38
2824;14;4 6 15 19 27 39
2825;8;4 7 16 19 32 33
2826;13;3 5 15 22 29 33
2827;10;2 5 13 19 30 33
2828;16;4 5 12 22 30 38
2829;15;3 5 15 24 27 38
2830;0;4 6 10 20 27 37
2831;9;4 8 16 23 26 33
2832;12;4 6 16 17 32 37
2833;7;4 5 12 21 30 33
2834;11;2 6 9 20 31 34
2835;14;3 5 10 23 32 36
2836;3;4 7 12 20 28 33
2837;15;4 6 15 23 29 36
2838;13;3 6 10 24 32 39
2839;2;3 6 12 20 25 33
2840;14;1 5 9 21 30 34
2841;12;3 6 15 17 25 40
2842;16;2 5 12 24 29 36
2843;0;4 6 16 24 31 40
2844;15;2 5 16 21 30 36
2845;10;4 6 12 17 25 40
2846;13;3 6 13 22 30 34
2847;14;4 5 11 22 27 40
2848;11;4 7 13 20 31 38
2849;15;3 5 15 17 29 40
2850;6;4 6 11 21 25 33
2851;14;3 5 13 18 29 40
2852;9;2 5 10 20 25 38
2853;0;3 6 15 21 32 37
2854;12;2 5 9 20 29 34
2855;13;2 6 16 24 31 33
2856;16;2 5 11 23 30 38
2857;15;1 5 13 17 30 37
2858;14;2 6 14 24 28 33
2859;13;3 5 16 21 31 34
2860;0;1 5 13 22 30 37
2861;10;4 5 11 22 25 33
2862;11;4 8 12 17 31 39
2863;12;2 6 14 17 32 40
2864;15;3 5 10 17 27 35
2865;14;3 6 13 22 30 36
2866;13;3 7 16 20 32 39
2867;17;2 5 15 22 29 37
2868;8;4 8 15 20 27 34
2869;16;1 5 9 23 28 35
2870;15;2 5 10 18 28 39
2871;12;3 6 9 22 25 35
2872;9;4 5 13 24 25 34
2873;0;4 5 15 22 30 39
2874;14;2 5 12 24 30 33
2875;15;3 5 16 18 26 37
2876;11;4 8 11 21 32 38
2877;13;4 6 13 19 30 37
2878;10;3 5 10 23 30 33
2879;14;2 5 10 22 27 40
2880;15;4 5 11 18 31 39
2881;16;3 5 16 23 30 37
2882;7;4 6 13 22 31 33
2883;0;1 5 13 19 30 36
2884;12;4 5 14 23 31 37
2885;13;3 7 10 23 31 37
