ID;CLASS;EVENTS
1100;17;5 10 15 20 25 30 34 40 45 50 53 59 65 69 75 80
1101;20;3 7 13 20 23 30 33 40 45 49 55 60 65 70 72 80
1102;24;3 6 13 18 23 27 35 38 45 50 55 57 63 70 74 78
1103;8;5 10 14 20 24 30 34 40 44 50 52 58 65 70 75 80
1104;10;4 6 15 20 24 28 34 38 45 50 55 60 65 70 75 80
1105;19;3 10 14 20 23 30 35 37 45 47 55 60 62 70 72 80
1106;16;4 6 14 20 24 30 34 40 43 50 55 60 65 70 75 80
1107;14;5 10 15 20 24 30 34 40 45 49 55 60 65 70 75 80
1108;4;5 10 15 20 25 28 35 38 45 50 55 60 65 70 75 79
1109;2;3 6 13 19 23 29 34 40 45 49 55 60 63 70 75 80
1110;22;5 8 15 20 25 30 33 40 42 49 55 60 65 70 74 80
1111;13;5 10 15 20 25 29 34 40 45 49 55 59 65 69 75 80
1112;1;5 10 15 20 25 30 32 40 45 50 54 60 65 69 75 80
1113;25;4 6 15 20 24 30 34 38 45 50 55 60 63 70 75 80
1114;7;5 10 15 20 25 30 34 40 45 49 55 60 65 70 75 80
1115;3;5 10 15 20 25 30 33 39 45 50 53 59 65 70 75 80
1116;12;5 10 15 20 25 30 32 38 45 50 53 59 65 68 74 80
1117;21;3 6 14 20 23 30 34 40 42 48 55 60 65 70 72 80
1118;18;4 6 14 20 24 30 34 40 45 46 55 60 62 70 75 80
1119;15;5 10 15 20 25 29 35 40 44 50 55 56 63 70 75 80
1120;9;3 9 13 20 24 30 33 37 45 50 52 59 62 69 73 80
1121;0;5 10 15 20 25 29 34 38 44 49 55 60 65 69 75 80
1122;11;4 6 14 20 24 30 34 40 45 49 55 60 65 70 75 80
1123;5;5 10 15 20 25 28 35 40 45 50 55 57 65 70 74 78
1124;23;5 10 15 20 25 30 34 39 45 49 53 58 65 67 75 80
1125;20;4 6 14 20 24 29 34 40 45 49 55 60 65 70 73 80
1126;17;3 6 13 18 24 30 34 40 44 50 54 59 64 69 75 80
1127;6;5 10 15 20 25 30 34 40 43 50 55 59 65 70 75 80
1128;24;5 9 15 20 24 27 35 38 45 50 55 57 64 70 75 76
1129;19;2 6 12 17 22 30 35 37 44 49 55 60 62 70 72 80
1130;8;5 10 15 20 24 30 34 37 45 50 55 60 62 70 73 80
1131;16;4 6 13 20 24 30 34 40 42 50 55 60 64 70 75 80
1132;10;3 6 14 18 24 30 34 37 45 50 54 60 65 70 74 80
1133;4;2 6 12 18 24 30 34 40 45 49 55 60 64 70 75 80
1134;14;3 6 13 18 24 30 34 40 44 50 54 60 64 70 74 80
1135;13;5 10 15 20 25 30 35 38 45 50 53 58 65 70 73 80
1136;22;5 7 15 20 25 29 35 40 42 50 55 58 65 70 74 78
1137;2;5 10 15 20 24 30 34 40 45 47 55 60 63 69 75 80
1138;3;5 10 14 20 24 30 31 39 44 50 51 60 65 69 73 80
1139;1;4 7 14 20 25 30 33 39 45 50 53 59 64 70 75 80
1140;25;5 10 15 20 25 29 35 39 45 50 55 58 65 70 75 79
1141;7;2 6 12 17 23 30 34 40 41 49 55 60 65 70 72 80
1142;12;5 6 15 20 25 30 34 40 42 48 55 60 65 68 72 80
1143;21;5 10 15 20 25 27 35 38 43 50 55 60 65 70 73 80
1144;15;5 10 15 20 25 30 35 40 44 50 54 56 63 70 75 80
1145;18;5 10 15 20 24 29 34 40 43 50 55 60 65 70 75 80
1146;0;5 10 15 20 25 30 31 39 42 50 53 60 65 67 75 80
1147;9;4 10 14 20 24 30 34 38 45 50 52 59 63 68 74 79
1148;20;5 6 15 20 24 30 32 40 45 48 55 60 65 70 72 80
1149;11;2 6 13 19 23 29 31 37 45 50 51 60 62 69 74 80
1150;5;2 6 11 16 22 27 35 40 43 50 55 59 62 70 74 80
1151;23;5 10 15 20 24 30 34 38 45 50 54 59 65 70 75 80
1152;6;5 7 15 20 25 30 35 40 43 48 55 60 65 69 75 80
1153;17;5 7 15 20 25 29 34 40 43 48 54 60 65 68 75 80
1154;24;4 8 14 20 25 30 32 40 45 49 55 60 65 70 75 77
1155;19;3 6 13 19 24 30 35 39 45 49 55 60 64 70 73 80
1156;16;5 10 15 20 24 30 31 40 45 50 52 60 65 70 75 80
1157;8;5 10 15 20 25 30 34 39 45 50 53 57 65 70 75 80
1158;4;2 6 11 17 23 28 34 40 45 49 55 60 62 70 75 80
1159;10;5 10 15 20 24 27 34 40 42 49 53 60 65 70 74 80
1160;13;5 10 15 20 25 30 34 39 45 50 51 57 65 70 73 80
1161;14;5 10 15 20 25 30 34 40 41 49 55 60 65 70 75 80
1162;3;3 6 12 18 23 29 34 40 45 48 55 58 64 70 75 80
1163;22;5 9 15 20 25 29 35 40 45 49 55 60 65 70 75 80
1164;2;5 6 15 20 24 28 34 40 45 49 54 60 63 70 75 80
1165;1;4 8 14 20 25 30 34 40 45 49 55 59 64 70 75 80
1166;12;5 7 15 20 25 30 35 40 44 49 54 59 65 70 75 78
1167;15;5 8 15 20 25 30 33 40 41 49 55 59 65 70 75 80
1168;25;5 10 15 20 24 30 34 40 45 50 55 60 62 70 75 80
1169;7;4 6 15 20 25 30 35 39 42 49 55 60 65 70 75 80
1170;21;5 10 15 20 25 29 35 38 43 49 55 60 64 70 73 80
1171;0;4 6 15 20 24 28 31 39 42 47 51 59 65 69 74 80
1172;18;3 6 13 20 24 30 34 40 45 49 55 60 64 70 75 80
1173;20;5 9 15 20 25 30 34 40 45 47 55 60 65 70 75 80
1174;9;5 9 15 20 24 30 33 38 45 50 52 60 62 69 72 80
1175;11;4 7 14 20 24 30 31 38 45 50 51 60 63 67 75 80
1176;5;5 8 15 20 25 28 35 38 44 50 55 59 65 70 75 77
1177;23;4 6 15 20 25 30 34 38 45 50 54 58 64 68 75 80
1178;6;4 6 14 20 24 29 34 40 45 50 55 60 64 70 75 80
1179;17;4 7 15 20 24 30 34 39 45 50 52 60 65 68 75 80
1180;24;5 10 15 20 25 28 35 37 45 50 55 56 64 70 75 76
1181;19;2 6 12 17 22 30 35 37 44 49 55 60 62 70 72 80
1182;16;5 10 15 20 25 30 32 40 44 48 55 60 65 68 75 80
1183;8;3 7 13 20 23 30 34 37 45 50 55 60 62 70 73 80
1184;13;5 10 15 20 25 27 35 40 44 50 55 60 65 70 72 80
1185;4;5 10 15 20 25 30 34 40 44 50 54 60 65 70 75 80
1186;10;5 10 15 20 24 27 33 40 42 49 55 60 65 70 75 80
1187;14;2 6 12 17 22 30 34 40 44 49 55 60 64 70 75 80
1188;3;5 10 15 20 25 30 34 40 45 50 53 58 65 70 75 80
1189;22;4 7 15 20 24 30 34 40 41 49 55 60 65 70 72 80
1190;1;5 6 15 20 25 29 34 40 45 49 54 59 64 70 75 80
1191;2;5 9 15 20 24 27 35 40 45 50 55 60 63 70 75 80
1192;12;5 6 15 20 25 30 33 40 45 49 55 60 65 68 74 80
1193;15;4 6 14 20 25 30 34 40 41 49 55 59 65 70 75 80
1194;21;4 10 15 20 24 30 34 40 43 48 55 60 65 70 72 80
1195;25;5 6 15 20 24 30 34 40 45 50 55 60 62 70 75 80
1196;7;4 6 15 20 24 30 34 40 45 49 55 60 65 70 75 80
1197;0;5 10 15 20 25 30 32 39 41 48 51 60 64 69 73 80
1198;18;5 9 15 20 24 30 34 40 45 50 55 59 64 70 75 79
1199;20;5 6 15 19 24 27 34 40 45 50 55 60 65 70 74 79
1200;5;3 6 14 20 24 27 35 40 44 50 55 57 63 70 73 80
1201;9;2 6 12 19 23 30 33 38 45 50 53 60 62 69 73 80
1202;11;5 10 15 20 25 29 31 37 45 50 51 60 62 68 75 80
1203;23;5 10 15 20 25 30 34 40 44 49 55 60 65 70 75 80
1204;6;2 6 12 17 23 30 33 40 45 48 54 60 63 70 75 80
1205;24;3 6 13 20 22 30 35 37 43 47 55 60 62 70 72 80
1206;17;5 10 15 20 25 29 34 40 45 48 54 59 65 69 75 80
1207;19;5 10 15 20 25 30 34 38 45 50 55 59 65 70 75 79
1208;3;5 10 15 20 25 30 34 40 45 50 53 57 65 70 75 80
1209;13;4 7 13 20 24 30 34 40 41 48 55 60 65 70 72 80
1210;8;3 10 13 20 24 30 34 37 45 50 54 60 62 70 73 80
1211;4;5 8 15 20 25 30 33 38 45 50 54 60 65 70 75 80
1212;16;5 7 15 20 24 30 34 40 45 48 55 60 65 70 75 80
1213;10;2 6 11 16 22 28 34 40 41 49 55 60 64 70 74 80
1214;14;5 10 15 20 25 30 34 40 44 49 55 60 65 70 75 80
1215;12;5 9 15 20 25 30 34 38 44 50 55 60 65 68 74 80
1216;22;5 9 15 20 25 30 33 40 42 49 55 60 65 70 75 80
1217;1;2 6 13 18 24 30 34 38 44 50 55 58 64 70 75 80
1218;2;4 10 14 20 24 28 34 40 45 48 55 60 63 70 75 80
1219;15;5 9 15 20 25 28 35 40 42 50 55 56 62 70 75 80
1220;21;5 10 15 20 25 27 35 38 43 50 55 60 65 70 73 80
1221;0;3 6 13 18 23 30 31 39 41 50 51 60 64 68 74 80
1222;25;5 10 15 20 25 30 34 38 45 50 55 60 63 70 75 80
1223;7;5 10 15 20 25 30 34 39 45 50 55 60 65 70 75 80
1224;20;4 8 13 20 23 30 33 40 45 50 55 60 65 70 72 80
1225;18;2 6 11 16 22 30 34 39 45 47 55 59 62 70 75 80
1226;5;4 6 15 19 24 28 35 39 45 50 55 56 63 70 73 79
1227;9;3 7 14 20 24 30 32 40 45 50 53 60 62 69 72 80
1228;11;3 6 13 19 24 27 31 40 45 46 51 58 63 69 73 79
1229;23;2 6 12 16 22 30 34 40 44 49 55 60 64 70 75 80
1230;24;5 10 15 20 25 27 35 38 45 50 55 58 64 70 75 76
1231;6;5 7 15 20 25 30 35 40 42 49 55 60 65 70 75 80
1232;17;5 10 15 20 25 30 34 40 43 50 54 59 65 69 75 80
1233;19;5 10 15 20 24 30 35 40 45 50 55 60 64 69 75 79
1234;3;5 10 15 20 24 30 34 40 45 50 55 59 65 70 75 78
1235;16;5 7 15 20 25 30 35 40 43 46 55 60 65 70 75 80
1236;8;5 10 14 20 24 30 33 39 45 50 52 58 64 70 75 80
1237;4;4 6 13 20 24 30 34 40 45 49 55 60 64 70 75 80
1238;13;4 7 14 20 24 30 34 40 45 49 55 60 65 69 75 80
1239;12;5 10 15 20 25 30 31 39 42 50 53 60 65 67 75 80
1240;10;4 7 15 20 25 29 34 40 44 49 55 60 65 68 75 80
1241;14;5 10 15 20 25 30 33 40 43 50 53 60 65 70 75 79
1242;1;3 6 14 19 24 30 34 39 45 50 55 59 64 70 75 80
1243;22;5 10 15 20 25 27 35 38 43 50 55 60 65 70 73 80
1244;15;5 6 15 20 24 28 35 40 45 50 54 57 64 70 75 80
1245;2;5 10 15 20 24 30 34 40 43 50 55 60 65 70 75 80
1246;0;4 10 15 20 24 30 31 39 43 49 51 60 65 68 75 80
1247;21;3 6 13 19 23 28 35 39 43 50 55 60 64 70 73 80
1248;20;5 10 15 20 25 29 33 40 45 49 55 60 65 70 75 80
1249;25;5 8 14 20 25 30 33 40 44 50 55 59 64 70 75 80
1250;7;5 8 15 20 25 30 34 39 45 50 55 60 65 70 75 80
1251;23;5 9 15 20 25 30 34 39 45 47 55 60 65 70 75 80
1252;18;5 10 15 20 25 30 33 40 45 50 52 59 64 70 75 80
1253;5;5 7 15 20 25 30 35 40 44 50 55 59 65 70 75 80
1254;9;5 10 14 20 24 30 34 38 44 50 53 57 64 70 75 80
1255;11;5 10 15 20 25 29 31 40 45 46 51 57 63 68 74 78
1256;24;5 10 15 20 25 28 34 40 43 50 55 58 65 70 75 77
1257;6;5 6 15 20 25 30 34 40 43 49 55 60 65 70 75 80
1258;19;3 8 13 20 23 30 35 37 45 49 55 60 62 70 72 80
1259;17;5 10 15 20 25 29 34 40 45 48 54 60 65 68 75 80
1260;3;4 6 15 19 24 30 33 40 45 50 53 58 64 70 75 80
1261;16;4 6 14 20 24 30 34 40 42 47 55 60 65 70 75 80
1262;13;5 10 15 20 25 30 34 39 45 50 52 57 65 70 74 80
1263;8;1 6 11 17 22 30 34 40 44 49 55 60 62 70 72 80
1264;4;5 8 15 20 25 30 35 40 43 48 55 60 65 69 75 80
1265;12;2 6 12 16 23 30 33 40 41 49 55 60 65 68 72 80
1266;14;4 6 15 20 24 30 34 40 45 49 55 60 64 70 75 80
1267;10;3 6 14 17 24 29 34 37 45 50 55 60 65 70 74 80
1268;1;5 6 14 19 25 30 34 40 45 49 55 58 65 70 75 80
1269;22;5 10 15 20 25 27 35 38 43 50 55 60 65 70 74 79
1270;15;5 10 15 20 25 30 35 40 44 50 54 56 64 70 75 80
1271;0;4 10 14 20 24 29 31 38 41 48 51 60 64 68 74 80
1272;2;5 10 15 20 25 27 34 40 45 49 55 60 64 70 75 80
1273;21;5 10 15 20 25 27 35 38 44 50 55 59 65 70 73 80
1274;20;5 8 15 20 25 30 33 40 45 49 55 60 65 70 75 79
1275;23;4 6 14 19 24 30 34 39 45 48 55 60 64 70 75 80
1276;25;3 6 13 18 24 30 34 40 45 48 55 60 64 70 75 80
1277;7;5 10 15 20 25 30 34 40 45 49 55 57 65 70 75 79
1278;5;4 8 15 20 24 30 35 38 45 50 54 56 63 70 75 80
1279;18;5 10 15 20 24 30 34 40 43 50 55 60 65 70 75 80
1280;11;4 8 13 20 23 26 31 40 45 46 51 58 62 70 72 80
1281;9;3 6 14 19 23 30 33 39 45 50 54 60 62 69 72 80
1282;24;5 10 15 20 24 27 35 39 45 50 55 57 63 70 75 77
1283;6;4 10 14 20 24 30 34 40 45 47 55 60 64 69 75 80
1284;19;4 6 14 20 24 30 35 39 45 49 55 60 64 70 73 80
1285;17;4 6 14 19 24 30 34 40 45 48 54 58 65 69 75 80
1286;3;3 6 14 18 24 30 33 40 45 50 53 58 64 70 74 80
1287;16;5 7 15 20 25 30 32 40 45 48 54 60 65 70 75 80
1288;13;5 8 15 20 25 30 34 40 45 49 55 56 65 70 75 79
1289;4;4 8 14 20 25 30 34 40 45 49 55 60 64 70 75 80
1290;8;2 7 11 20 23 30 34 37 45 49 55 60 62 70 75 80
1291;12;5 6 15 20 25 30 33 40 45 48 55 59 65 68 75 79
1292;15;3 6 14 19 24 30 34 39 44 50 54 56 63 70 74 80
1293;14;5 10 15 20 25 30 34 40 45 50 55 59 65 70 75 80
1294;10;3 6 13 17 23 28 34 37 45 50 55 60 65 70 74 79
1295;1;5 10 15 20 25 30 34 40 44 49 54 59 65 70 75 80
1296;22;5 9 15 20 25 30 33 40 45 50 55 60 65 70 75 79
1297;0;4 9 15 20 24 30 31 39 42 50 51 60 64 68 74 80
1298;20;3 6 13 19 23 30 34 40 45 49 55 60 65 70 73 80
1299;2;5 7 15 20 24 30 33 40 45 49 55 60 65 70 75 80
1300;21;5 10 15 20 25 29 35 39 43 49 55 60 65 70 75 80
1301;23;5 9 15 20 25 30 33 38 45 49 55 60 65 70 75 80
1302;5;5 9 15 20 25 30 35 39 45 50 55 58 65 70 75 80
1303;24;5 9 15 20 24 27 35 39 45 50 55 57 63 70 75 77
1304;25;5 10 15 20 25 30 34 39 45 50 55 60 62 70 75 80
1305;7;3 7 14 20 25 30 35 40 42 49 55 59 65 68 75 79
1306;18;5 10 15 20 24 30 31 40 44 50 54 60 64 70 74 80
1307;11;5 10 15 20 25 30 34 39 45 49 55 60 65 70 75 79
1308;9;2 6 12 19 23 30 33 38 45 50 53 60 62 69 73 80
1309;6;4 6 14 20 24 30 34 40 45 48 55 59 64 69 75 80
1310;19;5 10 15 20 25 28 35 40 45 50 55 56 64 70 74 77
1311;3;5 10 15 20 25 29 33 40 45 49 55 60 65 68 75 77
1312;17;5 10 15 20 25 30 34 40 45 50 54 60 65 68 75 80
1313;16;5 7 15 20 25 30 32 40 44 49 55 58 65 69 75 80
1314;13;5 10 15 20 25 30 35 38 45 50 55 59 65 70 73 80
1315;4;5 10 15 20 25 30 34 40 45 49 55 59 65 70 75 80
1316;8;2 7 12 20 23 30 34 37 45 50 55 60 62 70 73 80
1317;12;4 6 15 19 24 30 33 39 44 50 53 59 65 67 73 80
1318;15;5 6 15 20 25 30 35 38 43 50 55 58 65 70 75 78
1319;1;2 6 12 18 24 30 34 40 45 49 55 58 64 70 75 80
1320;14;5 8 14 20 25 30 34 40 44 50 54 60 65 70 75 80
1321;10;5 10 15 20 25 29 34 40 45 48 54 60 65 70 75 80
1322;0;5 10 15 20 25 30 32 37 45 50 51 57 65 69 75 80
1323;22;5 10 15 20 25 27 35 38 43 50 55 60 65 70 74 79
1324;20;5 6 14 18 24 28 34 40 45 50 55 60 65 70 74 79
1325;21;4 6 14 19 23 27 35 40 43 50 55 59 64 70 73 80
1326;23;3 8 13 20 23 30 34 40 44 49 55 60 65 70 75 80
1327;2;5 10 15 20 24 28 34 40 45 50 55 60 64 70 75 80
1328;5;5 8 15 20 25 30 34 38 45 50 54 57 64 70 75 80
1329;19;5 10 15 20 25 29 35 39 45 50 55 57 64 70 74 77
1330;18;3 6 14 19 24 30 34 38 45 50 55 60 63 70 75 80
1331;25;5 10 15 20 25 28 35 38 45 50 55 60 65 67 75 76
1332;7;5 6 15 20 24 30 34 40 41 49 55 60 65 70 72 80
1333;11;3 7 14 20 23 28 31 37 45 49 51 60 62 69 74 80
1334;24;3 8 14 20 23 30 35 38 43 48 55 60 63 70 72 80
1335;9;3 6 14 20 23 30 33 38 45 50 54 60 63 68 73 80
1336;6;5 10 15 20 25 29 34 40 45 50 55 60 65 69 75 79
1337;3;2 6 12 18 23 30 34 40 45 50 54 58 64 70 75 80
1338;17;5 10 15 20 25 30 34 40 45 50 51 60 65 67 75 80
1339;16;4 6 14 20 24 30 33 40 45 49 52 60 64 70 75 80
1340;13;5 7 15 20 25 30 34 40 44 48 54 60 65 70 75 79
1341;12;5 7 15 20 25 30 33 39 45 50 54 59 65 68 74 80
1342;4;3 6 14 19 24 30 34 38 45 50 55 60 64 70 75 80
1343;8;5 10 15 20 25 30 35 37 45 50 55 58 63 70 74 80
1344;15;5 9 15 20 25 30 34 38 45 50 54 57 64 70 75 80
1345;0;3 6 13 18 23 30 31 38 41 50 51 60 63 68 74 80
1346;14;5 8 15 20 25 30 32 40 45 50 54 60 65 68 75 79
1347;1;3 6 12 17 23 30 34 40 45 49 55 59 63 70 75 80
1348;10;5 6 15 20 24 27 33 40 42 49 55 60 65 70 75 80
1349;22;5 6 15 18 24 27 35 39 42 50 55 59 65 70 73 80
1350;20;5 7 15 20 24 28 35 40 45 48 55 60 65 70 73 80
1351;21;4 10 15 20 23 30 34 40 43 47 55 60 65 70 72 80
1352;23;5 9 15 20 25 30 34 37 45 50 53 59 65 70 75 80
1353;3;5 10 15 20 25 30 34 40 45 48 54 58 65 70 75 80
1354;2;4 8 14 20 23 28 34 40 45 48 55 60 63 70 75 80
1355;5;4 9 15 20 25 29 35 39 45 50 55 57 65 70 75 79
1356;24;4 6 15 20 23 28 35 39 42 50 55 60 64 70 72 80
1357;18;5 10 15 20 25 30 31 40 44 50 55 60 65 68 75 80
1358;25;2 6 12 18 23 30 34 37 45 50 55 60 63 70 75 80
1359;7;5 8 15 20 25 30 34 40 45 49 55 60 65 70 75 80
1360;11;5 10 15 20 24 30 31 39 45 50 53 60 64 69 75 80
1361;9;3 6 14 19 23 30 33 39 45 50 55 60 63 68 73 80
1362;6;5 10 15 20 25 30 32 40 43 50 55 60 65 70 75 80
1363;19;5 9 15 20 25 30 35 39 45 50 55 56 64 70 75 77
1364;16;3 6 13 20 24 30 34 40 42 50 55 60 64 70 75 80
1365;17;3 7 14 20 25 30 34 39 44 49 55 60 65 70 75 80
1366;13;5 10 15 20 25 30 33 40 45 46 53 56 65 69 75 80
1367;15;3 7 13 20 23 27 35 40 42 50 55 56 63 70 75 80
1368;4;4 10 13 20 24 27 33 40 45 49 55 60 62 70 75 80
1369;8;2 6 12 18 22 30 34 37 45 50 55 59 62 70 72 80
1370;12;5 6 15 19 25 30 33 39 44 50 55 60 65 67 74 80
1371;20;4 7 14 20 23 30 32 40 45 49 55 60 65 70 72 80
1372;1;4 6 15 20 24 30 34 39 45 50 54 58 65 69 75 80
1373;14;5 10 15 20 25 30 33 40 45 50 53 60 65 70 75 79
1374;0;5 10 15 20 24 30 31 39 42 49 51 60 65 68 75 80
1375;10;5 10 15 20 24 27 33 40 43 49 55 60 65 70 74 80
1376;22;4 8 15 20 25 30 35 38 42 48 55 60 65 70 73 80
1377;23;5 9 15 20 24 28 34 38 45 50 55 60 65 70 75 79
1378;21;4 10 15 20 23 30 34 40 42 49 55 60 65 70 72 80
1379;3;5 8 15 20 25 29 34 40 45 49 54 59 65 69 75 78
1380;5;4 6 14 20 24 26 35 40 45 50 55 60 62 70 74 79
1381;2;5 10 15 20 25 28 34 40 44 49 55 60 65 70 75 80
1382;24;4 8 14 20 23 30 35 38 42 49 55 60 63 70 72 80
1383;11;4 7 14 20 24 30 31 38 45 49 51 60 62 69 74 80
1384;18;5 7 15 20 24 30 34 39 45 50 55 59 64 70 75 80
1385;25;3 6 12 17 23 30 34 40 45 48 55 60 63 70 75 80
1386;7;5 10 15 20 25 30 34 40 43 48 55 60 65 70 75 80
1387;6;3 6 14 19 24 30 33 40 45 48 55 60 64 70 75 80
1388;9;5 8 15 20 24 30 32 39 45 50 53 60 62 69 72 80
1389;19;3 8 14 20 23 30 35 37 45 48 55 60 62 70 72 80
1390;16;5 7 15 20 25 30 35 40 41 47 55 60 65 70 75 80
1391;17;5 9 15 20 25 29 34 40 45 48 54 59 65 70 75 80
1392;13;4 6 14 19 24 30 34 40 45 49 55 58 65 70 74 79
1393;15;5 10 15 20 24 28 35 40 44 50 55 57 64 70 75 80
1394;4;4 8 13 20 24 27 34 40 45 49 55 60 62 70 75 80
1395;12;5 6 15 19 25 28 34 39 44 50 55 60 65 69 74 80
1396;8;5 7 15 20 25 30 35 40 45 49 55 59 65 70 75 80
1397;20;3 6 13 18 23 27 34 40 45 50 55 60 65 70 73 80
1398;1;5 10 14 20 24 29 34 40 45 49 55 59 64 70 75 80
1399;0;3 6 14 19 24 30 31 38 42 47 51 60 64 67 74 80
1400;14;4 7 14 20 24 30 34 40 45 50 55 60 65 70 75 80
1401;23;5 8 15 20 24 28 35 38 45 50 55 60 65 70 75 79
1402;10;5 7 15 20 25 29 32 40 44 48 55 60 65 68 75 80
1403;22;5 10 15 20 25 30 35 38 42 48 55 60 65 70 73 80
1404;21;5 6 15 20 24 30 34 40 43 49 55 60 65 70 72 80
1405;3;5 8 14 20 25 29 34 40 45 48 53 58 64 70 75 80
1406;5;5 10 14 20 24 29 35 38 45 50 55 57 64 70 75 78
1407;24;5 10 15 20 25 30 34 40 43 47 55 57 65 70 75 80
1408;2;3 6 13 19 24 29 34 40 45 50 55 60 63 70 75 80
1409;11;4 9 15 20 24 30 31 37 45 50 52 60 62 69 74 80
1410;6;5 10 14 20 24 30 34 39 43 50 55 58 65 70 75 80
1411;18;4 10 14 20 25 30 34 40 45 47 55 60 63 70 75 80
1412;19;4 6 14 19 24 30 35 39 45 49 55 60 64 70 73 80
1413;7;5 6 15 20 24 30 34 40 41 49 54 60 65 70 72 80
1414;25;5 10 15 20 25 30 32 39 45 50 53 60 63 69 75 80
1415;9;3 6 13 19 23 30 33 39 45 50 53 60 63 68 73 79
1416;15;5 10 15 20 25 27 35 40 42 50 55 56 63 70 75 80
1417;13;5 10 15 20 24 30 34 40 42 46 55 60 65 70 72 80
1418;17;5 10 15 20 25 30 34 40 45 50 53 60 65 67 75 80
1419;16;4 7 13 20 25 30 34 40 41 50 55 60 64 70 75 80
1420;12;5 10 15 20 25 30 34 40 45 49 55 59 65 70 75 76
1421;4;4 6 13 19 24 30 34 40 45 49 55 60 64 70 75 80
1422;20;4 6 14 19 24 28 34 40 45 50 55 60 65 70 74 79
1423;8;1 6 11 16 22 30 34 40 44 49 55 60 62 70 72 80
1424;0;5 9 15 20 24 30 31 38 42 49 51 60 64 69 75 80
1425;1;2 6 13 17 23 30 34 38 45 50 53 59 63 70 74 80
1426;14;3 6 13 18 24 30 34 40 45 49 55 60 64 70 75 80
1427;23;4 10 14 20 23 30 34 40 44 49 55 60 65 70 75 80
1428;22;4 7 15 20 25 30 34 40 42 49 55 60 65 70 73 79
1429;10;5 10 15 20 25 27 34 40 45 50 55 60 65 70 75 80
1430;3;5 10 15 20 25 30 34 40 45 49 55 56 65 70 75 79
1431;21;5 9 15 20 24 26 35 40 44 50 55 59 65 70 73 80
1432;5;5 10 15 20 25 27 35 40 44 50 55 57 64 70 74 79
1433;24;5 6 15 20 25 30 34 40 43 49 55 59 65 70 75 77
1434;19;5 7 15 20 24 28 35 37 45 50 55 57 63 70 75 77
1435;2;5 8 15 20 24 28 35 40 45 50 55 60 64 70 75 80
1436;11;5 10 15 20 24 30 31 37 45 50 51 60 62 69 75 80
1437;18;5 7 15 20 24 30 34 39 45 50 53 59 64 69 75 80
1438;6;5 10 14 20 25 30 33 40 42 50 55 60 65 70 75 80
1439;15;5 8 15 20 25 28 35 39 45 50 55 57 65 70 75 80
1440;25;3 6 15 19 24 30 34 38 45 50 55 60 63 70 75 80
1441;7;5 6 15 20 24 30 35 40 42 49 51 60 65 70 72 80
1442;9;5 10 15 20 24 30 33 37 45 50 52 59 62 69 72 80
1443;16;4 9 14 20 25 30 34 40 43 47 55 60 65 70 75 80
1444;17;5 6 15 20 24 29 35 40 45 48 54 60 65 70 75 80
1445;13;5 8 15 20 25 30 34 39 45 50 51 56 65 70 73 80
1446;12;3 6 12 17 23 30 33 40 41 48 55 60 65 68 72 80
1447;4;5 8 15 20 25 30 34 40 44 49 55 60 65 70 75 80
1448;20;3 6 12 18 23 30 35 40 45 48 55 60 65 70 73 80
1449;8;4 9 14 20 24 29 35 37 45 50 55 59 62 70 73 80
1450;0;5 10 15 20 24 30 31 39 42 49 51 60 65 68 75 80
1451;1;5 10 15 20 25 29 34 40 45 49 54 59 64 69 75 80
1452;3;5 8 15 20 25 30 34 40 45 48 54 57 65 70 75 80
1453;14;4 9 15 20 24 30 34 40 45 49 55 60 65 70 75 80
1454;23;5 10 15 20 25 29 34 39 45 49 55 60 65 68 75 80
1455;22;4 8 15 20 25 30 35 40 41 49 55 60 65 70 74 80
1456;10;5 7 15 20 25 29 34 37 45 50 55 60 65 70 75 80
1457;21;5 10 15 20 24 28 35 39 45 50 55 60 65 70 73 80
1458;5;3 7 13 20 23 26 35 40 43 50 55 58 62 70 74 79
1459;24;2 6 12 18 23 28 35 38 45 50 55 57 63 70 74 77
1460;19;3 6 13 18 23 28 35 39 45 50 55 56 63 70 74 78
1461;11;5 9 15 20 24 27 31 40 45 46 51 57 63 68 73 78
1462;2;5 10 15 20 24 29 35 40 45 50 55 60 64 70 75 80
1463;6;5 10 14 20 24 30 33 40 42 50 55 60 65 70 75 80
1464;18;4 6 15 20 24 30 34 39 45 50 54 59 63 70 75 80
1465;15;5 8 15 20 24 30 35 39 45 50 54 56 63 70 74 80
1466;16;3 6 13 19 24 30 34 40 41 47 55 60 64 70 75 80
1467;25;5 10 15 20 25 30 34 39 45 50 55 60 64 69 75 80
1468;7;5 7 15 20 24 30 34 40 41 49 54 60 65 70 72 80
1469;9;3 8 12 20 23 30 34 37 45 50 52 58 62 69 73 80
1470;13;5 7 15 20 24 30 34 39 44 50 55 59 65 70 72 80
1471;17;3 6 13 18 24 29 34 40 45 49 54 59 64 69 75 80
1472;12;5 10 15 20 25 30 34 40 42 49 55 60 65 68 72 80
1473;4;5 10 15 20 25 30 34 38 45 50 54 60 65 70 75 80
1474;20;5 10 15 20 25 27 34 40 45 50 55 60 65 70 74 79
1475;0;3 6 14 20 24 30 31 39 41 49 51 60 64 69 74 80
1476;8;5 7 15 20 24 29 34 39 45 49 55 60 62 70 75 80
1477;1;3 6 12 19 24 30 34 40 45 48 55 58 64 70 75 80
